index,CL,DC,DX,GY,GYSY,JR,KX,NY,RC,XX,YL
2014/9/5,2.42E-10,2.75E-10,4.44E-11,2.15E-10,1.92E-10,3.89E-11,2.46E-10,5.68E-11,1.71E-10,1.95E-10,2.01E-10
2014/9/9,3.05E-10,3.67E-10,5.53E-11,2.08E-10,2.26E-10,5.22E-11,3.01E-10,6.94E-11,3.24E-10,2.00E-10,1.88E-10
2014/9/10,0,3.09E-10,5.70E-11,2.58E-10,2.81E-10,5.09E-11,0,8.68E-11,2.09E-10,2.66E-10,1.93E-10
2014/9/11,2.63E-10,2.67E-10,5.72E-11,2.56E-10,2.34E-10,6.61E-11,3.21E-10,8.49E-11,2.27E-10,2.10E-10,1.94E-10
2014/9/12,2.93E-10,2.68E-10,6.73E-11,2.77E-10,2.27E-10,6.77E-11,2.92E-10,8.80E-11,3.32E-10,2.56E-10,1.93E-10
2014/9/15,2.39E-10,2.39E-10,4.37E-11,2.57E-10,1.89E-10,4.52E-11,2.63E-10,5.90E-11,3.63E-10,3.34E-10,1.80E-10
2014/9/16,3.35E-10,3.30E-10,6.45E-11,3.30E-10,2.48E-10,4.79E-11,3.26E-10,8.86E-11,3.09E-10,2.86E-10,2.89E-10
2014/9/17,3.46E-10,3.39E-10,6.34E-11,2.80E-10,2.64E-10,4.28E-11,3.02E-10,1.18E-10,2.81E-10,2.75E-10,0
2014/9/18,3.40E-10,2.94E-10,5.62E-11,3.36E-10,2.54E-10,5.47E-11,2.79E-10,9.53E-11,2.85E-10,2.58E-10,3.11E-10
2014/9/19,2.95E-10,2.98E-10,6.14E-11,3.24E-10,2.29E-10,4.32E-11,2.73E-10,9.18E-11,4.95E-10,2.37E-10,2.37E-10
2014/9/22,3.87E-10,3.41E-10,8.04E-11,3.72E-10,3.00E-10,8.32E-11,3.45E-10,1.20E-10,5.87E-10,3.83E-10,2.58E-10
2014/9/23,3.43E-10,2.85E-10,6.03E-11,2.76E-10,2.47E-10,5.76E-11,2.82E-10,9.24E-11,5.36E-10,4.30E-10,2.30E-10
2014/9/24,2.85E-10,2.61E-10,5.69E-11,2.66E-10,2.24E-10,5.64E-11,2.43E-10,1.06E-10,3.36E-10,3.12E-10,1.90E-10
2014/9/25,2.52E-10,2.73E-10,5.51E-11,2.28E-10,2.07E-10,3.91E-11,0,7.04E-11,2.57E-10,3.71E-10,5.52E-10
2014/9/26,3.34E-10,3.12E-10,5.76E-11,2.83E-10,2.45E-10,5.70E-11,2.94E-10,8.64E-11,2.56E-10,4.18E-10,3.11E-10
2014/9/29,3.05E-10,2.32E-10,5.11E-11,2.31E-10,2.05E-10,3.84E-11,2.85E-10,6.28E-11,1.92E-10,4.38E-10,1.89E-10
2014/9/30,2.68E-10,2.45E-10,4.24E-11,2.89E-10,1.92E-10,3.11E-11,4.58E-10,6.13E-11,4.22E-10,3.01E-10,2.11E-10
2014/10/8,2.43E-10,2.54E-10,4.58E-11,2.76E-10,1.98E-10,3.50E-11,4.13E-10,6.41E-11,3.86E-10,2.52E-10,5.97E-10
2014/10/9,2.34E-10,2.44E-10,4.94E-11,2.06E-10,1.92E-10,3.62E-11,4.03E-10,6.13E-11,1.83E-10,1.87E-10,3.66E-10
2014/10/10,0,2.40E-10,4.18E-11,1.93E-10,2.12E-10,3.93E-11,2.40E-10,7.11E-11,3.43E-10,1.93E-10,5.30E-10
2014/10/13,2.86E-10,2.74E-10,5.14E-11,2.69E-10,2.73E-10,5.21E-11,2.93E-10,8.06E-11,4.22E-10,2.41E-10,5.98E-10
2014/10/14,2.68E-10,2.61E-10,5.72E-11,2.71E-10,2.42E-10,4.74E-11,2.57E-10,7.77E-11,2.66E-10,2.15E-10,3.71E-10
2014/10/15,2.81E-10,2.77E-10,6.48E-11,3.09E-10,2.58E-10,6.27E-11,3.19E-10,7.86E-11,5.73E-10,2.22E-10,2.95E-10
2014/10/16,2.93E-10,3.02E-10,5.44E-11,4.82E-10,2.48E-10,4.90E-11,2.80E-10,1.43E-10,2.62E-10,2.37E-10,2.77E-10
2014/10/17,4.45E-10,4.20E-10,6.60E-11,0,3.60E-10,4.62E-11,3.62E-10,1.11E-10,2.96E-10,3.19E-10,3.89E-10
2014/10/20,3.40E-10,3.27E-10,5.61E-11,2.56E-10,2.94E-10,4.38E-11,3.07E-10,8.79E-11,2.44E-10,2.58E-10,3.66E-10
2014/10/21,3.47E-10,3.60E-10,6.30E-11,2.61E-10,2.72E-10,5.08E-11,3.10E-10,1.11E-10,2.60E-10,3.13E-10,3.97E-10
2014/10/22,4.29E-10,4.24E-10,6.91E-11,3.06E-10,3.34E-10,4.91E-11,3.47E-10,1.01E-10,4.56E-10,3.26E-10,4.44E-10
2014/10/23,4.89E-10,5.06E-10,9.37E-11,0,3.98E-10,4.37E-11,3.81E-10,1.26E-10,4.69E-10,3.39E-10,3.56E-10
2014/10/24,4.56E-10,4.72E-10,6.07E-11,3.43E-10,3.66E-10,4.94E-11,3.66E-10,1.14E-10,3.58E-10,3.23E-10,3.55E-10
2014/10/27,5.34E-10,5.74E-10,1.08E-10,0,5.73E-10,8.03E-11,4.50E-10,1.42E-10,4.06E-10,3.91E-10,3.83E-10
2014/10/28,3.84E-10,4.06E-10,9.76E-11,2.84E-10,4.92E-10,6.43E-11,3.10E-10,1.26E-10,2.51E-10,2.42E-10,2.35E-10
2014/10/29,2.52E-10,2.66E-10,5.50E-11,1.70E-10,2.37E-10,4.74E-11,2.00E-10,9.15E-11,1.77E-10,2.27E-10,1.67E-10
2014/10/30,2.49E-10,2.43E-10,4.91E-11,1.80E-10,2.17E-10,3.86E-11,2.01E-10,0,2.08E-10,4.03E-10,1.95E-10
2014/10/31,2.78E-10,2.59E-10,4.49E-11,0,1.82E-10,3.54E-11,2.41E-10,7.39E-11,2.23E-10,3.18E-10,2.35E-10
2014/11/3,2.69E-10,2.45E-10,4.63E-11,3.29E-10,1.79E-10,3.24E-11,2.39E-10,5.86E-11,1.89E-10,2.92E-10,2.19E-10
2014/11/4,2.87E-10,2.62E-10,5.30E-11,3.00E-10,2.09E-10,3.33E-11,2.62E-10,6.71E-11,2.13E-10,2.53E-10,2.13E-10
2014/11/5,2.87E-10,2.86E-10,6.01E-11,2.82E-10,2.28E-10,4.19E-11,2.70E-10,7.41E-11,2.30E-10,2.54E-10,2.87E-10
2014/11/6,2.97E-10,2.83E-10,5.41E-11,2.47E-10,2.35E-10,4.53E-11,0,8.41E-11,2.24E-10,2.76E-10,2.67E-10
2014/11/7,3.06E-10,2.84E-10,5.64E-11,2.54E-10,2.18E-10,3.99E-11,2.63E-10,8.46E-11,2.25E-10,2.33E-10,2.38E-10
2014/11/10,3.45E-10,2.81E-10,5.40E-11,2.19E-10,2.05E-10,3.65E-11,2.57E-10,7.62E-11,2.23E-10,2.33E-10,2.32E-10
2014/11/11,4.73E-10,4.08E-10,6.62E-11,2.98E-10,2.87E-10,3.17E-11,3.79E-10,7.42E-11,2.72E-10,3.54E-10,3.21E-10
2014/11/12,4.02E-10,3.75E-10,5.63E-11,3.18E-10,2.70E-10,3.47E-11,3.86E-10,7.63E-11,0,3.30E-10,3.20E-10
2014/11/13,3.65E-10,3.15E-10,5.88E-11,3.19E-10,2.35E-10,2.86E-11,4.65E-10,0,2.34E-10,3.47E-10,3.28E-10
2014/11/14,3.87E-10,3.54E-10,5.65E-11,2.92E-10,2.83E-10,3.48E-11,3.54E-10,8.39E-11,2.69E-10,3.32E-10,0
2014/11/17,4.67E-10,3.48E-10,6.42E-11,2.97E-10,2.99E-10,4.62E-11,3.82E-10,8.74E-11,3.75E-10,3.71E-10,3.52E-10
2014/11/18,5.26E-10,3.03E-10,4.02E-11,2.43E-10,2.45E-10,1.70E-10,3.16E-10,9.49E-11,2.45E-10,4.38E-10,2.93E-10
2014/11/19,3.23E-10,2.80E-10,5.19E-11,2.33E-10,2.32E-10,1.53E-10,2.97E-10,7.54E-11,2.27E-10,3.53E-10,2.86E-10
2014/11/20,3.48E-10,2.87E-10,3.92E-11,2.44E-10,2.40E-10,6.86E-11,3.05E-10,7.48E-11,2.42E-10,2.71E-10,2.81E-10
2014/11/21,3.64E-10,2.60E-10,4.73E-11,2.04E-10,2.13E-10,6.37E-11,2.58E-10,7.83E-11,1.96E-10,2.33E-10,2.22E-10
2014/11/24,3.62E-10,2.05E-10,3.36E-11,1.64E-10,1.66E-10,4.54E-11,3.32E-10,5.58E-11,1.52E-10,2.58E-10,1.83E-10
2014/11/25,2.16E-10,1.53E-10,3.73E-11,1.70E-10,1.51E-10,3.54E-11,2.29E-10,5.07E-11,1.54E-10,1.89E-10,1.80E-10
2014/11/26,2.09E-10,1.68E-10,3.32E-11,1.66E-10,1.61E-10,6.53E-11,2.08E-10,4.72E-11,1.54E-10,1.84E-10,1.76E-10
2014/11/27,2.12E-10,1.54E-10,3.14E-11,0,1.42E-10,3.41E-11,1.92E-10,4.88E-11,1.41E-10,1.73E-10,1.60E-10
2014/11/28,2.34E-10,1.66E-10,3.28E-11,1.68E-10,1.59E-10,2.69E-11,1.98E-10,5.08E-11,1.90E-10,2.46E-10,1.67E-10
2014/12/1,2.92E-10,1.80E-10,4.13E-11,2.22E-10,1.63E-10,2.36E-11,2.42E-10,5.42E-11,1.67E-10,2.86E-10,2.11E-10
2014/12/2,2.84E-10,1.72E-10,4.56E-11,2.14E-10,5.29E-10,2.69E-11,2.00E-10,1.04E-10,1.59E-10,2.39E-10,1.68E-10
2014/12/3,2.63E-10,1.74E-10,3.51E-11,1.64E-10,3.23E-10,2.00E-11,1.96E-10,5.22E-11,1.75E-10,3.18E-10,1.80E-10
2014/12/4,1.61E-10,1.37E-10,3.59E-11,1.26E-10,2.70E-10,2.72E-11,1.47E-10,5.72E-11,1.08E-10,2.32E-10,3.81E-10
2014/12/5,3.17E-10,2.38E-10,4.72E-11,2.27E-10,3.17E-10,5.58E-11,2.94E-10,5.93E-11,2.10E-10,2.77E-10,2.34E-10
2014/12/8,2.39E-10,1.16E-09,5.15E-11,2.04E-10,2.59E-10,5.62E-11,2.52E-10,4.94E-11,1.77E-10,1.91E-10,1.78E-10
2014/12/9,2.84E-10,5.88E-10,5.03E-11,2.70E-10,1.77E-10,4.37E-11,2.84E-10,6.29E-11,0,2.70E-10,2.35E-10
2014/12/10,3.46E-10,3.42E-10,5.17E-11,2.98E-10,3.12E-10,3.11E-11,3.17E-10,6.58E-11,2.51E-10,4.04E-10,2.95E-10
2014/12/11,2.87E-10,3.41E-10,4.49E-11,2.02E-10,2.60E-10,3.90E-11,2.36E-10,5.62E-11,1.89E-10,3.26E-10,2.15E-10
2014/12/12,3.09E-10,1.82E-10,4.25E-11,0,2.61E-10,3.03E-11,0,4.49E-11,1.77E-10,0,2.00E-10
2014/12/15,5.62E-10,1.97E-10,4.85E-11,1.80E-10,1.72E-10,3.28E-11,2.55E-10,6.08E-11,1.95E-10,2.33E-10,2.02E-10
2014/12/16,4.15E-10,1.65E-10,4.30E-11,1.65E-10,1.42E-10,3.05E-11,3.06E-10,4.81E-11,0,2.65E-10,1.88E-10
2014/12/17,3.60E-10,1.85E-10,4.46E-11,0,1.63E-10,2.19E-11,2.78E-10,5.08E-11,2.06E-10,2.59E-10,2.35E-10
2014/12/18,2.67E-10,2.09E-10,3.46E-11,0,1.61E-10,2.27E-11,2.54E-10,4.89E-11,1.95E-10,2.42E-10,2.28E-10
2014/12/19,3.09E-10,2.46E-10,5.40E-11,2.20E-10,1.91E-10,2.11E-11,3.12E-10,5.52E-11,2.40E-10,3.29E-10,3.05E-10
2014/12/22,4.59E-10,3.58E-10,6.96E-11,3.20E-10,1.74E-10,0,4.73E-10,5.56E-11,3.11E-10,5.32E-10,4.58E-10
2014/12/23,5.98E-10,4.20E-10,7.46E-11,3.13E-10,2.29E-10,4.16E-11,5.01E-10,8.04E-11,2.90E-10,5.53E-10,3.97E-10
2014/12/24,4.89E-10,2.96E-10,6.36E-11,2.71E-10,1.95E-10,3.70E-11,4.79E-10,7.52E-11,2.53E-10,3.76E-10,3.51E-10
2014/12/25,0,2.60E-10,5.35E-11,2.41E-10,1.68E-10,3.04E-11,3.90E-10,5.97E-11,2.19E-10,3.20E-10,2.93E-10
2014/12/26,4.67E-10,2.24E-10,5.38E-11,1.99E-10,1.24E-10,3.58E-11,2.87E-10,4.98E-11,1.96E-10,0,2.80E-10
2014/12/29,4.86E-10,2.00E-10,5.50E-11,2.80E-10,1.54E-10,2.03E-11,3.40E-10,5.43E-11,2.72E-10,3.74E-10,3.43E-10
2014/12/30,4.29E-10,2.72E-10,6.16E-11,4.17E-10,2.12E-10,1.61E-11,3.86E-10,5.52E-11,2.66E-10,3.96E-10,3.31E-10
2014/12/31,3.56E-10,2.65E-10,5.59E-11,3.30E-10,2.22E-10,1.46E-11,3.61E-10,5.28E-11,2.61E-10,3.30E-10,3.22E-10
2015/1/5,3.69E-10,1.70E-10,6.08E-11,3.10E-10,1.53E-10,1.27E-11,4.83E-10,5.09E-11,2.22E-10,4.99E-10,3.04E-10
2015/1/6,3.04E-10,2.16E-10,4.15E-11,2.28E-10,1.44E-10,1.56E-11,3.09E-10,3.47E-11,2.00E-10,0,3.05E-10
2015/1/7,2.66E-10,1.99E-10,4.04E-11,2.37E-10,1.36E-10,1.45E-11,2.63E-10,4.39E-11,1.99E-10,4.04E-10,2.73E-10
2015/1/8,2.79E-10,2.20E-10,4.69E-11,2.15E-10,1.67E-10,2.00E-11,2.75E-10,4.73E-11,1.91E-10,2.90E-10,2.45E-10
2015/1/9,2.82E-10,2.06E-10,4.09E-11,2.04E-10,1.65E-10,1.79E-11,2.76E-10,4.33E-11,2.01E-10,2.55E-10,2.54E-10
2015/1/12,4.34E-10,3.04E-10,6.69E-11,3.05E-10,2.71E-10,1.80E-11,3.87E-10,5.81E-11,2.94E-10,3.70E-10,3.63E-10
2015/1/13,3.63E-10,2.72E-10,6.39E-11,2.58E-10,1.98E-10,1.70E-11,3.39E-10,5.69E-11,2.69E-10,3.16E-10,3.13E-10
2015/1/14,3.76E-10,2.80E-10,5.65E-11,2.69E-10,2.27E-10,1.71E-11,3.66E-10,7.13E-11,2.92E-10,2.90E-10,2.93E-10
2015/1/15,3.61E-10,2.49E-10,4.42E-11,2.49E-10,2.12E-10,1.87E-11,3.12E-10,6.97E-11,2.33E-10,2.85E-10,2.88E-10
2015/1/16,2.98E-10,1.97E-10,3.92E-11,1.88E-10,1.61E-10,2.28E-11,2.66E-10,4.30E-11,1.88E-10,2.75E-10,2.21E-10
2015/1/19,5.31E-10,4.30E-10,6.99E-11,3.66E-10,3.69E-10,4.90E-11,4.45E-10,9.10E-11,3.60E-10,3.70E-10,3.50E-10
2015/1/20,3.40E-10,2.70E-10,4.68E-11,2.39E-10,2.21E-10,2.29E-11,3.17E-10,5.29E-11,2.39E-10,2.61E-10,2.41E-10
2015/1/21,2.54E-10,2.19E-10,3.64E-11,1.82E-10,2.20E-10,2.40E-11,2.93E-10,5.46E-11,1.73E-10,2.60E-10,1.70E-10
2015/1/22,2.14E-10,3.95E-10,2.97E-11,0,1.50E-10,2.33E-11,2.09E-10,5.30E-11,1.52E-10,2.65E-10,0
2015/1/23,2.27E-10,4.50E-10,4.09E-11,1.68E-10,1.47E-10,2.10E-11,3.07E-10,4.22E-11,2.43E-10,4.79E-10,1.93E-10
2015/1/26,2.37E-10,3.20E-10,4.28E-11,1.72E-10,1.60E-10,1.78E-11,2.62E-10,4.83E-11,2.50E-10,0,1.90E-10
2015/1/27,2.21E-10,1.78E-10,4.66E-11,1.65E-10,1.58E-10,2.10E-11,4.05E-10,5.33E-11,1.65E-10,3.26E-10,1.95E-10
2015/1/28,2.20E-10,1.74E-10,4.66E-11,1.77E-10,1.55E-10,1.78E-11,2.88E-10,4.50E-11,1.68E-10,3.42E-10,2.02E-10
2015/1/29,2.68E-10,2.00E-10,5.07E-11,2.08E-10,1.76E-10,1.85E-11,2.90E-10,6.01E-11,2.24E-10,2.65E-10,3.49E-10
2015/1/30,2.92E-10,2.11E-10,5.40E-11,2.34E-10,1.89E-10,2.08E-11,2.84E-10,6.90E-11,2.26E-10,2.92E-10,4.31E-10
2015/2/2,3.80E-10,2.80E-10,5.13E-11,2.93E-10,2.59E-10,2.72E-11,3.37E-10,7.39E-11,2.62E-10,3.67E-10,5.88E-10
2015/2/3,2.74E-10,2.11E-10,4.82E-11,2.13E-10,1.81E-10,2.08E-11,2.50E-10,6.09E-11,2.12E-10,2.58E-10,4.88E-10
2015/2/4,2.62E-10,1.95E-10,4.90E-11,2.19E-10,1.74E-10,2.19E-11,2.47E-10,5.79E-11,2.00E-10,2.35E-10,2.96E-10
2015/2/5,3.24E-10,2.37E-10,3.81E-11,2.23E-10,2.22E-10,1.99E-11,2.55E-10,8.24E-11,2.45E-10,2.20E-10,2.60E-10
2015/2/6,4.07E-10,3.18E-10,6.54E-11,3.08E-10,2.57E-10,0,3.68E-10,8.76E-11,3.08E-10,2.82E-10,3.67E-10
2015/2/9,4.35E-10,3.30E-10,6.43E-11,3.23E-10,2.79E-10,2.79E-11,3.86E-10,8.70E-11,2.99E-10,3.14E-10,3.66E-10
2015/2/10,3.94E-10,3.24E-10,5.74E-11,2.95E-10,2.68E-10,3.16E-11,3.34E-10,7.47E-11,2.69E-10,2.98E-10,3.30E-10
2015/2/11,3.60E-10,2.52E-10,6.12E-11,2.46E-10,2.20E-10,2.72E-11,2.93E-10,7.02E-11,2.46E-10,2.29E-10,3.04E-10
2015/2/12,3.31E-10,2.41E-10,2.89E-11,2.29E-10,2.31E-10,2.01E-11,2.75E-10,7.88E-11,2.23E-10,2.09E-10,2.53E-10
2015/2/13,2.50E-10,2.04E-10,1.46E-11,1.80E-10,2.99E-10,1.53E-11,2.92E-10,5.49E-11,1.63E-10,3.12E-10,2.20E-10
2015/2/16,2.30E-10,1.92E-10,2.50E-11,2.14E-10,2.14E-10,1.43E-11,2.66E-10,4.93E-11,1.64E-10,3.58E-10,2.05E-10
2015/2/17,2.43E-10,1.83E-10,1.86E-11,2.36E-10,1.63E-10,1.55E-11,2.34E-10,4.25E-11,1.63E-10,0,2.08E-10
2015/2/25,4.36E-10,2.27E-10,2.15E-11,2.51E-10,1.91E-10,1.97E-11,2.42E-10,5.35E-11,2.06E-10,2.18E-10,2.57E-10
2015/2/26,2.63E-10,1.95E-10,2.07E-11,1.98E-10,1.56E-10,2.13E-11,2.07E-10,5.72E-11,1.75E-10,1.90E-10,1.90E-10
2015/2/27,1.88E-10,1.50E-10,2.68E-11,1.58E-10,1.34E-10,1.21E-11,1.89E-10,3.84E-11,1.37E-10,1.63E-10,1.67E-10
2015/3/2,2.10E-10,1.38E-10,1.62E-11,1.31E-10,1.21E-10,1.20E-11,1.72E-10,3.75E-11,1.39E-10,1.48E-10,1.55E-10
2015/3/3,2.01E-10,1.54E-10,1.74E-11,1.37E-10,1.28E-10,1.89E-11,1.69E-10,4.37E-11,1.40E-10,1.45E-10,1.58E-10
2015/3/4,1.91E-10,1.53E-10,1.99E-11,1.45E-10,1.24E-10,1.54E-11,1.82E-10,4.68E-11,1.63E-10,1.45E-10,1.79E-10
2015/3/5,2.01E-10,1.54E-10,1.72E-11,1.54E-10,1.60E-10,1.91E-11,2.68E-10,5.12E-11,1.89E-10,1.46E-10,1.49E-10
2015/3/6,2.15E-10,1.86E-10,1.99E-11,1.77E-10,1.63E-10,1.69E-11,3.20E-10,6.23E-11,2.05E-10,2.73E-10,2.09E-10
2015/3/9,2.40E-10,2.25E-10,3.11E-11,2.04E-10,1.98E-10,2.41E-11,2.73E-10,6.25E-11,2.00E-10,2.52E-10,2.16E-10
2015/3/10,1.82E-10,1.58E-10,1.92E-11,1.68E-10,1.40E-10,1.75E-11,1.83E-10,4.14E-11,1.41E-10,2.02E-10,1.68E-10
2015/3/11,2.04E-10,1.65E-10,1.73E-11,1.93E-10,1.49E-10,1.72E-11,1.85E-10,4.97E-11,1.53E-10,2.57E-10,1.89E-10
2015/3/12,2.40E-10,1.56E-10,1.74E-11,0,1.40E-10,1.56E-11,2.09E-10,4.39E-11,1.71E-10,2.52E-10,1.98E-10
2015/3/13,1.97E-10,1.41E-10,1.28E-11,1.41E-10,1.23E-10,1.39E-11,2.07E-10,3.87E-11,1.54E-10,3.45E-10,1.72E-10
2015/3/16,1.53E-10,1.51E-10,2.91E-10,1.28E-10,1.07E-10,1.21E-11,4.46E-10,2.88E-11,1.37E-10,1.45E-10,1.40E-10
2015/3/17,1.27E-10,1.43E-10,3.29E-10,1.38E-10,2.01E-10,8.06E-12,1.85E-10,2.40E-11,1.10E-10,1.23E-10,1.14E-10
2015/3/18,1.61E-10,9.95E-11,1.32E-11,1.63E-10,1.72E-10,8.63E-12,6.59E-10,2.65E-11,1.26E-10,0,1.24E-10
2015/3/19,1.45E-10,1.00E-10,8.96E-10,1.49E-10,8.78E-11,9.20E-12,0,2.81E-11,1.13E-10,1.03E-10,1.77E-10
2015/3/20,1.64E-10,1.10E-10,5.76E-10,2.71E-10,8.72E-11,1.21E-11,1.40E-10,2.51E-11,1.10E-10,1.73E-10,1.14E-10
2015/3/23,1.49E-10,9.36E-11,3.03E-11,2.08E-10,7.65E-11,0,1.38E-10,2.96E-11,2.63E-10,3.36E-10,1.48E-10
2015/3/24,0,1.32E-10,2.18E-11,1.40E-10,1.03E-10,1.08E-11,1.69E-10,3.63E-11,1.81E-10,3.30E-10,1.48E-10
2015/3/25,4.68E-10,2.88E-10,1.87E-11,1.07E-10,8.87E-11,1.16E-11,1.63E-10,3.18E-11,1.61E-10,4.05E-10,1.21E-10
2015/3/26,3.26E-10,1.75E-10,2.88E-11,1.64E-10,1.00E-10,1.51E-11,3.43E-10,3.20E-11,1.48E-10,2.56E-10,6.11E-10
2015/3/27,1.49E-10,1.46E-10,2.41E-11,1.47E-10,1.18E-10,1.20E-11,2.22E-10,2.83E-11,1.21E-10,2.88E-10,6.68E-10
2015/3/30,1.20E-10,1.07E-10,2.24E-11,1.19E-10,1.79E-10,1.04E-11,2.08E-10,2.61E-11,1.05E-10,3.39E-10,2.60E-10
2015/3/31,1.89E-10,1.03E-10,2.74E-11,1.58E-10,1.40E-10,1.18E-11,1.34E-10,2.75E-11,1.10E-10,2.14E-10,2.02E-10
2015/4/1,1.60E-10,8.43E-11,2.68E-11,1.40E-10,8.21E-11,9.67E-12,1.80E-10,2.56E-11,1.04E-10,1.29E-09,2.60E-10
2015/4/2,1.55E-10,8.06E-11,1.82E-11,2.22E-10,7.58E-11,1.05E-11,1.48E-10,2.46E-11,1.01E-10,7.85E-10,2.68E-10
2015/4/3,1.45E-10,8.90E-11,1.68E-11,1.70E-10,1.79E-10,8.70E-12,1.34E-10,2.31E-11,1.06E-10,3.35E-10,1.71E-10
2015/4/7,1.09E-10,8.96E-11,2.35E-11,1.12E-10,2.02E-10,7.91E-12,1.55E-10,1.07E-10,9.42E-11,4.75E-10,1.92E-10
2015/4/8,1.36E-10,9.13E-11,2.65E-11,1.09E-10,1.31E-10,8.97E-12,1.95E-10,1.64E-10,1.16E-10,5.22E-10,2.01E-10
2015/4/9,1.96E-10,1.19E-10,3.42E-11,1.40E-10,1.36E-10,1.00E-11,2.37E-10,6.00E-11,1.66E-10,3.46E-10,1.73E-10
2015/4/10,2.08E-10,1.03E-10,2.29E-11,1.22E-10,1.04E-10,9.12E-12,2.94E-10,4.56E-11,1.28E-10,4.84E-10,2.37E-10
2015/4/13,2.70E-10,8.40E-11,2.38E-11,1.38E-10,7.95E-11,1.17E-11,1.54E-10,3.98E-11,1.06E-10,4.07E-10,2.69E-10
2015/4/14,1.92E-10,8.72E-11,1.87E-11,1.63E-10,8.39E-11,9.31E-12,2.22E-10,4.39E-11,1.60E-10,0,1.52E-10
2015/4/15,1.90E-10,1.27E-10,3.19E-11,2.66E-10,1.08E-10,1.19E-11,2.10E-10,4.20E-11,1.81E-10,3.16E-10,1.71E-10
2015/4/16,2.04E-10,1.45E-10,3.57E-11,4.82E-10,1.33E-10,1.31E-11,2.18E-10,4.03E-11,1.83E-10,4.65E-10,2.01E-10
2015/4/17,1.09E-10,2.81E-10,2.06E-11,1.55E-10,4.95E-10,7.58E-12,1.21E-10,4.04E-11,9.41E-11,5.96E-10,1.35E-10
2015/4/20,2.03E-10,2.32E-10,2.34E-11,1.30E-10,3.89E-10,1.13E-11,3.02E-10,4.56E-11,0,5.92E-10,2.96E-10
2015/4/21,2.31E-10,1.96E-10,2.59E-11,0,4.50E-10,1.06E-11,2.51E-10,9.84E-11,3.02E-10,0,3.21E-10
2015/4/22,2.00E-10,2.60E-10,1.73E-11,1.55E-10,8.04E-10,7.76E-12,1.87E-10,2.71E-11,4.65E-10,9.80E-10,2.25E-10
2015/4/23,1.56E-10,1.37E-10,2.08E-11,1.02E-10,3.72E-10,7.88E-12,2.35E-10,3.34E-11,4.87E-10,5.20E-10,1.08E-09
2015/4/24,2.08E-10,2.48E-10,1.61E-11,9.24E-11,8.26E-11,1.17E-11,1.81E-10,2.52E-11,2.87E-10,0,6.70E-10
2015/4/27,1.29E-10,1.06E-10,1.67E-11,2.03E-10,6.85E-11,8.00E-12,3.32E-10,2.27E-11,2.45E-10,0,7.33E-10
2015/4/28,2.72E-10,1.50E-10,2.13E-11,1.62E-10,1.51E-10,9.10E-12,4.29E-10,2.63E-11,1.64E-10,4.32E-10,4.96E-10
2015/4/29,2.34E-10,2.10E-10,2.69E-11,1.93E-10,1.49E-10,1.07E-11,3.73E-10,3.18E-11,1.46E-10,5.31E-10,3.15E-10
2015/4/30,1.95E-10,1.00E-10,1.49E-11,1.67E-10,9.56E-11,9.99E-12,2.98E-10,2.82E-11,1.60E-10,2.21E-10,2.21E-10
2015/5/4,1.74E-10,0,2.04E-11,1.27E-10,9.35E-11,1.11E-11,3.20E-10,3.05E-11,1.26E-10,6.52E-10,4.14E-10
2015/5/5,1.95E-10,1.49E-10,2.40E-11,1.25E-10,1.10E-10,1.62E-11,2.52E-10,4.49E-11,1.70E-10,6.05E-10,1.60E-10
2015/5/6,2.11E-10,3.57E-10,2.52E-11,2.06E-10,1.34E-10,1.53E-11,1.99E-10,4.73E-11,1.76E-10,3.37E-10,1.60E-10
2015/5/7,3.43E-10,3.19E-10,3.83E-11,2.85E-10,1.51E-10,1.32E-11,2.70E-10,4.64E-11,1.85E-10,5.62E-10,1.83E-10
2015/5/8,2.28E-10,2.47E-10,2.43E-11,1.87E-10,1.02E-10,1.34E-11,3.22E-10,3.45E-11,1.44E-10,2.24E-10,1.38E-10
2015/5/11,3.37E-10,1.39E-10,2.44E-11,1.84E-10,5.20E-10,1.19E-11,1.93E-10,2.99E-11,4.29E-10,4.69E-10,1.25E-10
2015/5/12,2.50E-10,2.21E-10,1.26E-11,3.32E-10,2.80E-10,9.43E-12,1.62E-10,2.13E-11,2.01E-10,4.44E-10,0
2015/5/13,3.29E-10,1.37E-10,1.62E-11,2.62E-10,4.31E-10,1.13E-11,1.34E-10,2.71E-11,2.50E-10,4.35E-10,0
2015/5/14,3.96E-10,1.10E-10,1.65E-11,2.44E-10,5.13E-10,1.06E-11,1.58E-10,2.89E-11,3.29E-10,3.84E-10,1.12E-10
2015/5/15,5.02E-10,1.44E-10,2.57E-11,1.77E-10,2.63E-10,1.43E-11,1.67E-10,3.92E-11,1.64E-10,3.71E-10,1.46E-09
2015/5/18,6.24E-10,1.72E-10,2.01E-11,1.73E-10,2.73E-10,1.45E-11,1.59E-10,4.07E-11,1.56E-10,2.99E-10,7.25E-10
2015/5/19,4.72E-10,1.65E-10,1.53E-11,1.74E-10,1.34E-10,1.74E-11,1.82E-10,3.50E-11,2.66E-10,3.25E-10,2.01E-10
