index,CL,DC,DX,GY,GYSY,JR,KX,NY,RC,XX,YL
2015/5/20,3.46E-10,0,1.84E-11,2.74E-10,1.30E-10,9.49E-12,1.50E-10,2.43E-11,2.28E-10,1.57E-09,9.84E-10
2015/5/21,4.10E-10,3.85E-10,1.46E-11,2.33E-10,1.23E-10,1.01E-11,1.44E-10,2.74E-11,1.13E-10,2.47E-09,6.40E-10
2015/5/22,3.30E-10,2.89E-10,1.61E-11,1.47E-10,1.23E-10,1.04E-11,1.29E-10,2.89E-11,1.48E-10,6.45E-10,9.30E-10
2015/5/25,2.86E-10,3.96E-10,1.26E-11,1.52E-10,7.64E-11,8.31E-12,7.72E-10,6.48E-11,1.39E-10,6.88E-10,1.81E-09
2015/5/26,3.54E-10,3.46E-10,1.29E-11,4.39E-10,8.76E-11,8.00E-12,5.69E-10,2.41E-11,1.19E-10,9.66E-10,8.91E-09
2015/5/27,2.95E-10,7.18E-11,1.41E-11,2.77E-10,7.52E-11,2.37E-11,3.35E-10,3.15E-11,1.30E-10,6.12E-10,7.42E-10
2015/5/28,2.48E-10,1.14E-10,2.02E-11,1.75E-10,9.61E-11,2.12E-11,3.62E-10,4.28E-11,1.53E-10,4.33E-10,1.78E-09
2015/5/29,2.63E-10,1.37E-10,3.11E-11,1.68E-10,1.15E-10,1.48E-11,2.14E-10,4.62E-11,1.54E-10,3.20E-10,4.03E-10
2015/6/1,0,9.45E-11,2.08E-11,1.53E-10,8.48E-11,1.76E-11,4.32E-10,4.20E-11,1.68E-10,6.35E-10,8.62E-09
2015/6/2,1.53E-10,6.91E-11,1.32E-11,2.61E-10,6.18E-11,9.72E-12,3.15E-10,1.89E-10,1.73E-10,7.62E-10,1.15E-09
2015/6/3,1.99E-10,1.57E-10,1.89E-11,3.98E-10,1.39E-10,1.10E-11,2.82E-10,1.54E-10,1.97E-10,0,1.15E-09
2015/6/4,2.20E-10,1.65E-10,2.91E-11,1.28E-10,1.14E-10,1.49E-11,2.98E-10,4.79E-11,1.61E-10,4.10E-10,6.11E-10
2015/6/5,0,1.90E-10,1.24E-11,1.44E-10,1.22E-10,1.12E-11,2.49E-10,2.08E-11,8.27E-11,2.96E-10,2.59E-10
2015/6/8,3.26E-10,1.25E-10,1.87E-11,1.36E-10,7.63E-11,8.94E-12,1.96E-10,2.27E-11,8.97E-11,6.49E-10,3.47E-10
2015/6/9,3.02E-10,1.05E-10,1.64E-11,2.83E-10,6.00E-11,8.18E-12,1.58E-10,3.10E-11,1.29E-10,2.14E-10,3.33E-10
2015/6/10,4.12E-10,1.24E-10,1.81E-11,2.60E-10,6.49E-11,7.62E-12,1.41E-10,2.27E-11,1.49E-10,4.23E-09,1.78E-10
2015/6/11,3.12E-10,6.04E-11,1.42E-11,0,5.15E-11,9.00E-12,2.68E-10,2.23E-11,3.39E-10,1.30E-09,2.07E-10
2015/6/12,1.35E-10,6.47E-11,1.31E-11,0,5.16E-11,7.89E-12,2.47E-10,1.78E-10,5.54E-10,1.02E-09,2.97E-10
2015/6/15,1.35E-10,8.10E-11,1.75E-11,1.30E-10,5.62E-11,1.23E-11,3.40E-10,2.07E-10,3.37E-09,4.85E-10,2.41E-10
2015/6/16,1.43E-10,9.75E-11,2.55E-11,1.68E-10,9.09E-11,1.35E-11,6.82E-10,1.66E-10,1.13E-09,4.43E-10,1.71E-10
2015/6/17,1.73E-10,1.16E-10,3.04E-11,1.82E-10,1.01E-10,1.23E-11,6.53E-10,1.69E-10,3.34E-10,1.73E-10,1.95E-10
2015/6/18,1.96E-10,1.04E-10,3.32E-11,1.80E-10,8.57E-11,2.96E-11,2.95E-10,1.22E-10,1.41E-10,2.00E-10,1.90E-10
2015/6/19,2.12E-10,1.71E-10,5.12E-11,1.86E-10,1.48E-10,4.84E-11,2.27E-10,6.58E-11,2.04E-10,1.86E-10,2.22E-10
2015/6/23,3.99E-10,2.11E-10,5.47E-11,2.23E-10,1.64E-10,2.47E-11,2.47E-10,7.48E-11,2.32E-10,2.51E-10,2.41E-10
2015/6/24,2.83E-10,1.05E-10,2.60E-11,1.30E-10,7.39E-11,1.32E-11,1.73E-10,3.38E-11,1.09E-10,1.71E-10,1.33E-10
2015/6/25,4.65E-10,1.40E-10,4.08E-11,2.06E-10,1.03E-10,1.95E-11,0,5.19E-11,1.51E-10,2.35E-10,1.99E-10
2015/6/26,3.17E-10,2.52E-10,5.42E-11,2.09E-10,1.54E-10,2.87E-11,0,7.13E-11,2.07E-10,2.87E-10,2.83E-10
2015/6/29,2.97E-10,2.95E-10,6.38E-11,2.16E-10,1.60E-10,2.85E-11,3.11E-10,7.64E-11,2.21E-10,3.45E-10,3.06E-10
2015/6/30,2.91E-10,2.81E-10,5.84E-11,2.06E-10,1.70E-10,2.37E-11,2.52E-10,8.98E-11,2.34E-10,2.98E-10,2.87E-10
2015/7/1,2.47E-10,3.08E-10,4.73E-11,1.66E-10,1.39E-10,2.00E-11,2.57E-10,7.10E-11,2.80E-10,3.22E-10,2.52E-10
2015/7/2,3.20E-10,4.09E-10,5.29E-11,2.20E-10,1.71E-10,2.19E-11,2.55E-10,8.63E-11,2.17E-10,2.86E-10,5.41E-10
2015/7/3,4.22E-10,2.93E-10,6.30E-11,2.90E-10,2.08E-10,2.62E-11,2.85E-10,7.01E-11,2.61E-10,2.94E-10,5.08E-10
2015/7/6,3.17E-10,2.59E-10,5.06E-11,2.39E-10,2.10E-10,1.61E-11,2.79E-10,7.00E-11,2.53E-10,2.34E-10,2.83E-10
2015/7/7,1.20E-09,6.25E-10,5.44E-11,7.10E-10,4.65E-10,1.84E-11,1.01E-09,8.19E-11,6.88E-10,7.74E-10,1.11E-09
2015/7/8,2.31E-09,1.74E-09,1.93E-11,1.90E-09,1.57E-09,3.66E-11,1.98E-09,2.00E-10,1.51E-09,7.71E-10,1.98E-09
2015/7/9,1.98E-10,1.40E-10,4.32E-11,1.41E-10,1.67E-10,2.28E-11,1.70E-10,7.00E-11,1.54E-10,9.47E-11,1.51E-10
2015/7/10,2.31E-10,1.68E-10,4.20E-11,1.75E-10,1.99E-10,2.08E-11,1.99E-10,4.51E-11,1.80E-10,2.05E-10,2.43E-10
2015/7/13,6.90E-10,7.81E-10,2.17E-10,8.49E-10,3.57E-10,3.65E-11,7.22E-10,1.16E-10,6.10E-10,7.21E-10,9.92E-10
2015/7/14,1.88E-09,1.19E-09,1.86E-10,1.54E-09,6.90E-10,4.29E-11,1.67E-09,1.25E-10,1.64E-09,1.84E-09,1.87E-09
2015/7/15,4.35E-10,1.60E-10,3.14E-11,2.30E-10,2.90E-10,2.41E-11,3.23E-10,7.86E-11,2.74E-10,0,7.85E-10
2015/7/16,2.86E-10,2.57E-10,5.28E-11,3.76E-10,2.20E-10,2.21E-11,2.44E-10,6.90E-11,2.25E-10,1.89E-10,2.58E-10
2015/7/17,2.22E-10,1.93E-10,3.13E-11,2.19E-10,1.33E-10,1.59E-11,1.80E-10,4.71E-11,3.76E-10,2.39E-10,2.21E-10
2015/7/20,4.85E-10,1.62E-10,2.00E-11,3.81E-10,1.51E-10,1.61E-11,0,4.06E-11,4.21E-10,7.55E-10,6.20E-10
2015/7/21,7.59E-10,2.45E-10,3.30E-10,2.55E-10,1.50E-10,1.95E-11,2.98E-10,4.85E-11,4.59E-10,4.90E-10,3.53E-10
2015/7/22,7.83E-10,6.48E-10,4.04E-10,0,9.66E-11,1.29E-11,2.84E-10,5.56E-11,3.14E-10,3.40E-10,1.43E-10
2015/7/23,8.84E-10,9.68E-10,1.58E-10,2.06E-10,7.93E-11,1.22E-11,3.56E-10,2.85E-11,2.68E-10,3.53E-10,4.19E-10
2015/7/24,2.71E-10,3.75E-10,2.35E-11,1.59E-10,8.54E-11,1.43E-11,3.23E-10,2.78E-11,1.57E-10,2.49E-10,1.73E-10
2015/7/27,2.28E-10,2.86E-10,4.23E-11,2.18E-10,1.70E-10,3.64E-11,2.06E-10,6.09E-11,1.95E-10,1.48E-10,2.15E-10
2015/7/28,2.64E-10,2.46E-10,4.30E-11,2.42E-10,1.79E-10,2.93E-11,2.09E-10,6.72E-11,1.89E-10,1.63E-10,2.03E-10
2015/7/29,3.07E-10,2.69E-10,4.73E-11,3.18E-10,1.82E-10,2.14E-11,2.24E-10,6.55E-11,2.09E-10,2.69E-10,2.26E-10
2015/7/30,2.18E-10,2.15E-10,4.43E-11,2.30E-10,1.36E-10,2.68E-11,2.27E-10,5.77E-11,1.52E-10,2.60E-10,2.18E-10
2015/7/31,2.38E-10,1.96E-10,4.09E-11,1.78E-10,1.59E-10,2.48E-11,1.97E-10,6.71E-11,2.33E-10,3.37E-10,1.92E-10
2015/8/3,3.57E-10,2.32E-10,4.17E-11,2.21E-10,1.98E-10,2.75E-11,2.52E-10,8.29E-11,2.38E-10,2.26E-10,2.18E-10
2015/8/4,2.62E-10,1.99E-10,4.32E-11,2.20E-10,1.59E-10,2.58E-11,2.14E-10,6.10E-11,1.87E-10,2.40E-10,1.97E-10
2015/8/5,1.66E-10,2.42E-10,3.63E-11,3.61E-10,1.25E-10,2.88E-11,1.77E-10,5.80E-11,1.37E-10,1.80E-10,1.47E-10
2015/8/6,2.38E-10,5.39E-10,4.64E-11,3.57E-10,1.66E-10,3.54E-11,2.36E-10,8.05E-11,2.82E-10,2.03E-10,0
2015/8/7,1.46E-10,1.69E-10,3.85E-11,1.33E-10,1.42E-10,2.33E-11,1.58E-10,5.01E-11,1.37E-10,1.38E-10,1.43E-10
2015/8/10,4.16E-10,1.41E-10,4.47E-11,1.49E-10,1.43E-10,2.66E-11,1.69E-10,5.01E-11,1.66E-10,1.43E-10,1.48E-10
2015/8/11,5.22E-10,1.02E-10,1.54E-11,2.78E-10,6.74E-11,1.66E-11,5.59E-10,3.49E-11,1.47E-10,1.60E-10,9.65E-11
2015/8/12,1.91E-10,1.25E-10,3.01E-11,1.64E-10,8.91E-11,2.33E-11,5.27E-10,4.22E-11,1.23E-10,1.72E-10,1.30E-10
2015/8/13,1.64E-10,1.35E-10,2.63E-11,1.23E-10,1.03E-10,2.49E-11,5.52E-10,4.66E-11,1.63E-10,4.29E-10,1.43E-10
2015/8/14,1.14E-10,3.28E-10,2.09E-11,9.83E-11,8.32E-11,1.51E-11,1.84E-10,3.91E-11,8.87E-11,8.44E-10,1.50E-10
2015/8/17,1.42E-10,1.27E-10,2.32E-11,1.82E-10,9.34E-11,2.22E-11,2.87E-10,4.66E-11,1.11E-10,2.28E-10,2.62E-10
2015/8/18,3.18E-10,1.87E-10,4.92E-11,1.76E-10,1.39E-10,3.37E-11,2.48E-10,6.57E-11,1.82E-10,2.30E-10,2.81E-10
2015/8/19,2.83E-10,2.41E-10,3.66E-11,2.38E-10,2.00E-10,3.45E-11,2.86E-10,1.17E-10,2.27E-10,2.59E-10,2.64E-10
2015/8/20,2.00E-10,1.88E-10,2.94E-11,1.73E-10,1.57E-10,3.57E-11,2.82E-10,9.42E-11,3.27E-10,1.50E-10,1.95E-10
2015/8/21,2.68E-10,2.65E-10,4.17E-11,2.28E-10,2.00E-10,4.30E-11,2.45E-10,1.07E-10,2.25E-10,2.44E-10,2.46E-10
2015/8/24,1.11E-09,4.71E-10,9.95E-11,4.89E-10,3.43E-10,5.72E-11,4.89E-10,1.78E-10,4.59E-10,9.70E-10,3.85E-10
2015/8/25,1.24E-09,7.53E-10,1.08E-10,5.82E-10,4.24E-10,9.99E-11,1.20E-09,2.25E-10,6.05E-10,0,4.53E-10
2015/8/26,0,0,6.75E-11,2.79E-10,2.81E-10,5.10E-11,3.76E-10,1.40E-10,3.20E-10,3.34E-10,2.99E-10
2015/8/27,4.78E-10,3.05E-10,8.41E-11,3.40E-10,2.37E-10,4.68E-11,4.64E-10,1.36E-10,2.74E-10,3.22E-10,2.86E-10
2015/8/28,2.65E-10,2.08E-10,5.85E-11,1.81E-10,1.95E-10,3.30E-11,2.44E-10,9.69E-11,2.01E-10,2.09E-10,2.30E-10
2015/8/31,3.33E-10,2.31E-10,5.84E-11,1.81E-10,1.93E-10,5.34E-11,2.99E-10,1.13E-10,2.41E-10,2.21E-10,3.16E-10
2015/9/1,6.06E-10,3.26E-10,6.10E-11,4.08E-10,2.68E-10,4.36E-11,4.52E-10,1.06E-10,3.08E-10,3.49E-10,7.97E-10
2015/9/2,6.15E-10,3.71E-10,7.44E-11,6.16E-10,3.01E-10,3.69E-11,4.06E-10,1.44E-10,4.01E-10,3.40E-10,3.81E-10
2015/9/7,4.45E-10,2.88E-10,7.35E-11,2.97E-10,2.59E-10,5.55E-11,3.14E-10,1.31E-10,3.14E-10,2.74E-10,3.23E-10
2015/9/8,8.32E-10,3.89E-10,1.17E-10,4.53E-10,3.52E-10,5.80E-11,4.23E-10,1.72E-10,7.15E-10,4.59E-10,4.19E-10
2015/9/9,3.66E-10,2.34E-10,4.43E-11,1.92E-10,1.43E-10,2.85E-11,1.82E-10,1.01E-10,3.12E-10,1.95E-10,1.70E-10
2015/9/10,4.30E-10,2.14E-10,5.29E-11,2.05E-10,3.64E-10,3.66E-11,2.13E-10,1.15E-10,2.96E-10,3.97E-10,2.21E-10
2015/9/11,3.35E-10,2.27E-10,6.86E-11,2.04E-10,5.69E-10,6.34E-11,5.54E-10,1.05E-10,2.44E-10,3.41E-10,2.37E-10
2015/9/14,5.40E-10,3.67E-10,8.99E-11,4.22E-10,8.27E-10,1.59E-10,1.35E-09,2.38E-10,4.08E-10,6.04E-10,4.89E-10
2015/9/15,7.40E-10,4.12E-10,1.01E-10,5.99E-10,1.63E-09,1.56E-10,1.07E-09,8.47E-10,4.10E-10,1.56E-09,8.13E-10
2015/9/16,6.99E-10,3.99E-10,9.84E-11,3.83E-10,4.80E-10,6.99E-11,5.35E-10,4.66E-10,5.26E-10,4.38E-10,5.01E-10
2015/9/17,4.92E-10,2.40E-10,5.82E-11,2.52E-10,2.47E-10,4.45E-11,3.33E-10,6.82E-10,3.14E-10,3.00E-10,2.73E-10
2015/9/18,9.95E-10,2.61E-10,3.97E-11,2.51E-10,4.06E-10,4.49E-11,4.77E-10,5.53E-10,3.84E-10,5.36E-10,2.86E-10
2015/9/21,5.55E-10,3.23E-10,7.87E-11,2.82E-10,4.51E-10,4.84E-11,4.57E-10,4.56E-10,3.39E-10,3.63E-10,3.40E-10
2015/9/22,3.17E-10,1.71E-10,4.41E-11,2.68E-10,0,4.39E-11,4.21E-10,1.61E-10,1.82E-10,3.45E-10,1.83E-10
2015/9/23,5.64E-10,2.39E-10,5.83E-11,5.27E-10,2.68E-10,5.59E-11,4.38E-10,1.95E-10,2.41E-10,4.46E-10,2.45E-10
2015/9/24,6.41E-10,2.06E-10,5.55E-11,3.44E-10,2.11E-10,4.96E-11,2.36E-10,1.17E-10,1.94E-10,2.23E-10,2.07E-10
2015/9/25,5.96E-10,3.13E-10,6.48E-11,6.36E-10,3.13E-10,6.13E-11,3.73E-10,1.55E-10,3.34E-10,2.78E-10,3.44E-10
2015/9/28,0,3.53E-10,9.82E-11,4.24E-10,3.53E-10,8.33E-11,3.70E-10,1.91E-10,3.34E-10,5.81E-10,3.40E-10
2015/9/29,4.81E-10,3.37E-10,8.49E-11,4.13E-10,3.76E-10,7.55E-11,3.06E-10,1.71E-10,2.98E-10,4.31E-10,2.90E-10
2015/9/30,5.24E-10,2.80E-10,6.61E-11,3.28E-10,2.98E-10,5.52E-11,2.70E-10,3.21E-10,2.44E-10,8.49E-10,0
2015/10/8,0,2.73E-10,8.07E-11,2.23E-10,3.11E-10,5.91E-11,2.33E-10,2.15E-10,2.75E-10,3.55E-10,2.98E-10
2015/10/9,2.20E-10,1.81E-10,3.67E-11,1.47E-10,1.69E-10,3.86E-11,1.75E-10,1.22E-10,3.67E-10,5.62E-10,1.77E-10
2015/10/12,2.38E-10,1.93E-10,4.08E-11,1.53E-10,1.82E-10,4.06E-11,1.80E-10,9.12E-11,2.59E-10,3.75E-10,5.07E-10
2015/10/13,1.98E-10,1.45E-10,3.86E-11,1.19E-10,1.31E-10,3.28E-11,1.72E-10,1.75E-10,2.29E-10,3.72E-10,7.75E-10
2015/10/14,0,1.65E-10,2.88E-11,2.00E-10,1.48E-10,3.45E-11,1.69E-10,1.78E-10,1.56E-10,4.05E-10,4.34E-10
2015/10/15,0,0,4.51E-11,1.32E-10,1.60E-10,3.66E-11,1.59E-10,7.95E-11,1.60E-10,2.87E-10,3.18E-10
2015/10/16,2.39E-10,1.30E-10,3.36E-11,1.02E-10,1.15E-10,2.37E-11,1.19E-10,8.98E-11,1.29E-10,1.59E-10,1.38E-10
2015/10/19,1.99E-10,3.68E-10,5.72E-11,1.37E-10,1.14E-10,2.93E-11,1.86E-10,5.51E-11,1.27E-10,1.50E-10,1.37E-10
2015/10/20,1.72E-10,2.76E-10,4.62E-11,1.97E-10,1.02E-10,2.72E-11,2.18E-10,5.98E-11,1.18E-10,1.30E-10,1.61E-10
2015/10/21,2.81E-10,7.88E-10,6.20E-11,2.49E-10,2.27E-10,4.32E-11,2.77E-10,1.03E-10,2.80E-10,5.16E-10,2.60E-10
2015/10/22,2.34E-10,3.58E-10,4.92E-11,1.90E-10,1.74E-10,3.77E-11,2.57E-10,8.72E-11,1.88E-10,2.10E-10,1.88E-10
2015/10/23,1.96E-10,1.72E-10,3.63E-11,1.23E-10,1.27E-10,2.63E-11,1.57E-10,6.21E-11,1.63E-10,2.46E-10,1.55E-10
2015/10/26,1.54E-10,1.26E-10,3.96E-11,1.34E-10,1.05E-10,2.95E-11,0,5.29E-11,2.45E-10,2.03E-10,1.21E-10
2015/10/27,2.40E-10,2.20E-10,6.69E-11,1.67E-10,1.98E-10,3.94E-11,1.99E-10,1.01E-10,3.13E-10,2.66E-10,1.86E-10
2015/10/28,1.91E-10,1.85E-10,5.25E-11,1.32E-10,2.94E-10,3.91E-11,2.04E-10,6.83E-11,1.99E-10,2.12E-10,2.69E-10
2015/10/29,2.38E-10,1.66E-10,5.54E-11,1.28E-10,1.60E-10,2.70E-11,2.38E-10,6.09E-11,1.52E-10,1.90E-10,2.19E-10
2015/10/30,2.53E-10,2.25E-10,5.08E-11,1.28E-10,1.49E-10,3.48E-11,2.08E-10,9.01E-11,1.60E-10,1.85E-10,1.88E-10
2015/11/2,4.41E-10,2.28E-10,5.84E-11,1.73E-10,1.88E-10,4.29E-11,2.19E-10,1.07E-10,2.38E-10,1.90E-10,2.42E-10
2015/11/3,2.31E-10,1.91E-10,5.28E-11,2.08E-10,1.80E-10,4.14E-11,1.91E-10,9.35E-11,1.66E-10,1.60E-10,2.06E-10
2015/11/4,2.08E-10,1.59E-10,5.07E-11,1.82E-10,1.54E-10,0,0,9.10E-11,1.47E-10,1.81E-10,2.15E-10
2015/11/5,1.24E-10,9.77E-11,2.96E-11,8.56E-11,9.30E-11,2.33E-11,1.20E-10,6.13E-11,9.83E-11,1.34E-10,1.08E-10
2015/11/6,1.16E-10,9.21E-11,1.98E-11,0,7.83E-11,2.15E-11,1.23E-10,4.85E-11,9.39E-11,2.54E-10,3.01E-10
2015/11/9,1.37E-10,1.27E-10,2.97E-11,1.26E-10,8.91E-11,2.71E-11,1.20E-10,7.93E-11,1.42E-10,2.17E-10,1.49E-10
2015/11/10,0,9.88E-11,2.42E-11,1.24E-10,8.19E-11,3.61E-11,1.22E-10,3.52E-10,2.41E-10,2.36E-10,3.59E-10
2015/11/11,3.38E-10,1.15E-10,3.65E-11,1.04E-10,8.46E-11,3.37E-11,4.12E-10,1.06E-10,1.55E-10,3.56E-10,1.60E-10
2015/11/12,2.39E-10,1.61E-10,3.13E-11,1.24E-10,9.66E-11,3.17E-11,1.72E-10,6.02E-11,1.11E-10,2.60E-10,1.18E-10
2015/11/13,2.19E-10,3.44E-10,4.35E-11,1.15E-10,1.02E-10,3.57E-11,1.73E-10,0,1.67E-10,2.37E-10,1.61E-10
2015/11/16,2.55E-10,3.12E-10,5.19E-11,1.90E-10,1.53E-10,3.11E-11,1.93E-10,9.30E-11,2.21E-10,3.06E-10,2.03E-10
2015/11/17,2.54E-10,2.10E-10,4.07E-11,0,1.20E-10,3.90E-11,1.24E-10,5.73E-11,1.72E-10,1.35E-10,1.22E-10
2015/11/18,1.77E-10,4.45E-10,5.26E-11,2.33E-10,1.24E-10,3.10E-11,1.56E-10,7.36E-11,2.16E-10,2.38E-10,1.57E-10
2015/11/19,2.33E-10,3.50E-10,4.05E-11,1.49E-10,1.14E-10,2.87E-11,1.65E-10,5.58E-11,1.80E-10,4.33E-10,1.42E-10
2015/11/20,3.15E-10,1.84E-10,3.02E-11,2.11E-10,5.17E-10,2.51E-11,1.45E-10,4.41E-11,1.03E-10,1.46E-10,1.06E-10
2015/11/23,2.38E-10,2.45E-10,4.17E-11,1.83E-10,1.46E-10,2.51E-11,1.36E-10,5.93E-11,1.15E-10,0,1.25E-10
2015/11/24,1.92E-10,1.77E-10,4.54E-11,1.88E-10,3.07E-10,2.52E-11,1.60E-10,7.17E-11,1.39E-10,2.13E-10,1.42E-10
2015/11/25,1.71E-10,1.55E-10,3.68E-11,1.99E-10,4.87E-10,2.32E-11,0,5.25E-11,1.02E-10,2.97E-10,1.15E-10
2015/11/26,1.68E-10,2.27E-10,3.74E-11,1.87E-10,9.29E-11,2.64E-11,8.11E-10,4.58E-11,1.27E-10,2.31E-10,1.17E-10
2015/11/27,2.85E-10,2.82E-10,8.54E-11,2.26E-10,2.61E-10,5.34E-11,4.42E-10,1.51E-10,3.48E-10,2.71E-10,2.51E-10
2015/11/30,3.55E-10,3.19E-10,7.79E-11,2.67E-10,2.55E-10,3.76E-11,4.94E-10,1.39E-10,2.89E-10,2.43E-10,2.78E-10
2015/12/1,2.88E-10,0,5.16E-11,1.91E-10,1.76E-10,4.02E-11,3.39E-10,9.01E-11,1.88E-10,2.79E-10,2.14E-10
2015/12/2,3.24E-10,1.69E-10,8.20E-11,2.34E-10,2.21E-10,3.56E-11,2.47E-10,1.25E-10,2.24E-10,9.13E-10,2.51E-10
2015/12/3,3.80E-10,1.20E-10,4.94E-11,1.33E-10,1.23E-10,2.31E-11,1.58E-10,1.04E-10,1.53E-10,4.42E-10,1.65E-10
2015/12/4,1.95E-10,1.27E-10,5.69E-11,1.98E-10,1.62E-10,3.30E-11,1.50E-10,9.59E-11,1.56E-10,3.21E-10,1.47E-10
2015/12/7,1.74E-10,1.62E-10,5.16E-11,2.12E-10,1.47E-10,3.46E-11,1.55E-10,8.22E-11,1.50E-10,4.94E-10,1.56E-10
2015/12/8,6.47E-10,1.72E-10,7.53E-11,2.09E-10,2.21E-10,3.70E-11,2.58E-10,1.23E-10,2.25E-10,3.76E-10,1.82E-10
2015/12/9,1.24E-09,1.90E-10,5.33E-11,1.64E-10,1.93E-10,4.09E-11,5.22E-10,1.42E-10,2.97E-10,0,1.73E-10
2015/12/10,3.40E-10,1.72E-10,5.66E-11,1.52E-10,1.88E-10,4.76E-11,3.23E-10,2.23E-10,5.17E-10,3.32E-10,1.74E-10
2015/12/11,2.83E-10,1.72E-10,4.08E-11,1.92E-10,0,4.04E-11,3.56E-10,1.44E-10,3.16E-10,2.33E-10,1.92E-10
2015/12/14,2.96E-10,2.12E-10,7.67E-11,0,2.82E-10,4.89E-11,7.27E-10,1.50E-10,3.16E-10,2.04E-10,2.37E-10
2015/12/15,2.04E-10,2.84E-10,4.72E-11,4.71E-10,1.67E-10,3.61E-11,3.56E-10,8.49E-11,1.66E-10,1.34E-10,1.50E-10
2015/12/16,1.80E-10,2.04E-10,4.89E-11,2.44E-10,1.40E-10,2.98E-11,6.01E-10,8.20E-11,1.56E-10,5.09E-10,1.33E-10
2015/12/17,1.32E-10,1.31E-10,2.83E-11,2.10E-10,1.17E-10,2.55E-11,2.05E-10,8.06E-11,1.22E-10,2.78E-10,2.22E-10
2015/12/18,1.49E-10,1.04E-10,4.67E-11,2.13E-10,1.22E-10,3.19E-11,1.39E-10,1.79E-10,1.25E-10,2.06E-10,2.18E-10
2015/12/21,9.34E-10,1.04E-10,3.85E-11,1.83E-10,1.35E-10,2.82E-11,1.53E-10,7.12E-11,1.26E-10,0,1.70E-10
2015/12/22,4.97E-10,9.97E-11,3.55E-11,0,1.19E-10,2.28E-11,1.01E-09,5.26E-11,1.16E-10,1.78E-10,1.55E-10
2015/12/23,3.66E-10,5.93E-10,4.47E-11,1.32E-10,1.23E-10,2.18E-11,5.09E-10,5.97E-11,1.24E-10,1.48E-10,1.87E-10
2015/12/24,4.06E-10,4.84E-10,7.50E-11,2.02E-10,1.87E-10,2.79E-11,5.38E-10,0,1.62E-10,1.67E-10,2.54E-10
2015/12/25,1.70E-10,2.83E-10,4.38E-11,1.31E-10,1.52E-10,2.47E-11,3.26E-10,8.27E-11,1.38E-10,3.08E-10,1.56E-10
2015/12/28,2.15E-10,1.77E-10,3.87E-11,1.89E-10,1.84E-10,3.86E-11,2.06E-10,1.01E-10,1.73E-10,2.15E-10,1.68E-10
2015/12/29,2.08E-10,1.38E-10,5.63E-11,1.73E-10,1.79E-10,2.81E-11,1.66E-10,8.97E-11,1.65E-10,1.27E-10,1.60E-10
2015/12/30,1.65E-10,1.16E-10,5.50E-11,1.52E-10,1.43E-10,2.98E-11,1.52E-10,7.49E-11,1.30E-10,0,1.37E-10
2015/12/31,1.92E-10,1.45E-10,6.84E-11,1.65E-10,1.72E-10,2.80E-11,1.85E-10,0,0,2.33E-10,1.56E-10
2016/1/4,5.90E-10,4.36E-10,1.55E-10,4.87E-10,0,9.25E-11,5.63E-10,2.70E-10,5.35E-10,4.92E-10,6.98E-10
2016/1/5,3.87E-10,2.69E-10,8.48E-11,2.96E-10,3.80E-10,5.42E-11,3.43E-10,1.59E-10,3.13E-10,2.70E-10,0
2016/1/6,2.46E-10,1.70E-10,4.60E-11,1.96E-10,2.58E-10,3.92E-11,2.05E-10,1.13E-10,1.95E-10,1.63E-10,2.50E-10
2016/1/7,1.85E-09,1.54E-09,6.24E-10,1.85E-09,2.25E-09,3.16E-10,1.84E-09,6.77E-10,1.80E-09,1.30E-09,1.97E-09
2016/1/8,4.52E-10,3.39E-10,1.37E-10,4.66E-10,3.97E-10,5.57E-11,3.96E-10,1.36E-10,3.66E-10,3.22E-10,3.75E-10
2016/1/11,4.41E-10,3.26E-10,1.64E-10,4.53E-10,4.39E-10,6.67E-11,4.18E-10,1.40E-10,3.87E-10,3.98E-10,4.08E-10
2016/1/12,4.04E-10,3.36E-10,9.04E-11,3.27E-10,3.54E-10,4.87E-11,6.22E-10,1.57E-10,3.31E-10,2.90E-10,4.38E-10
2016/1/13,4.85E-10,3.75E-10,1.19E-10,4.23E-10,4.69E-10,5.74E-11,0,1.62E-10,3.99E-10,3.29E-10,4.11E-10
2016/1/14,6.34E-10,4.39E-10,1.41E-10,4.81E-10,6.14E-10,7.21E-11,6.03E-10,2.11E-10,4.90E-10,4.00E-10,5.15E-10
2016/1/15,5.09E-10,3.92E-10,1.19E-10,4.07E-10,6.68E-10,6.98E-11,4.14E-10,2.06E-10,4.34E-10,2.99E-10,3.78E-10
2016/1/18,5.64E-10,3.97E-10,1.66E-10,4.39E-10,5.37E-10,6.61E-11,4.77E-10,2.08E-10,4.96E-10,3.49E-10,4.30E-10
2016/1/19,3.93E-10,3.52E-10,1.20E-10,0,4.02E-10,6.36E-11,3.60E-10,1.73E-10,4.32E-10,2.40E-10,3.89E-10
2016/1/20,3.11E-10,2.48E-10,8.48E-11,2.21E-10,3.27E-10,4.73E-11,2.85E-10,1.64E-10,4.88E-10,2.07E-10,2.62E-10
2016/1/21,7.06E-10,3.84E-10,1.42E-10,3.64E-10,4.28E-10,6.84E-11,5.47E-10,1.97E-10,5.45E-10,4.13E-10,3.85E-10
