"T","."
"2014-10-13","2.744295e-10"
"2014-10-14","2.610387e-10"
"2014-10-15","2.771117e-10"
"2014-10-16","3.019684e-10"
"2014-10-17","4.197772e-10"
"2014-10-20","3.272537e-10"
"2014-10-21","3.596194e-10"
"2014-10-22","4.239317e-10"
"2014-10-23","5.060524e-10"
"2014-10-24","4.720829e-10"
"2014-10-27","5.740302e-10"
"2014-10-28","4.062230e-10"
"2014-10-29","2.661198e-10"
"2014-10-30","2.432323e-10"
"2014-10-31","2.585646e-10"
"2014-11-03","2.446781e-10"
"2014-11-04","2.624795e-10"
"2014-11-05","2.860808e-10"
"2014-11-06","2.829149e-10"
"2014-11-07","2.837341e-10"
"2014-11-10","2.812279e-10"
"2014-11-11","4.077169e-10"
"2014-11-12","3.751341e-10"
"2014-11-13","3.148473e-10"
"2014-11-14","3.539438e-10"
"2014-11-17","3.476769e-10"
"2014-11-18","3.029240e-10"
"2014-11-19","2.803300e-10"
"2014-11-20","2.866028e-10"
"2014-11-21","2.596129e-10"
"2014-11-24","2.049140e-10"
"2014-11-25","1.534743e-10"
"2014-11-26","1.678566e-10"
"2014-11-27","1.537020e-10"
"2014-11-28","1.656943e-10"
"2014-12-01","1.798047e-10"
"2014-12-02","1.716846e-10"
"2014-12-03","1.744488e-10"
"2014-12-04","1.374801e-10"
"2014-12-05","2.378313e-10"
"2014-12-08","1.164107e-09"
"2014-12-09","5.881085e-10"
"2014-12-10","3.422680e-10"
"2014-12-11","3.411477e-10"
"2014-12-12","1.821442e-10"
"2014-12-15","1.971587e-10"
"2014-12-16","1.647299e-10"
"2014-12-17","1.848849e-10"
"2014-12-18","2.091959e-10"
"2014-12-19","2.464445e-10"
"2014-12-22","3.577382e-10"
"2014-12-23","4.200431e-10"
"2014-12-24","2.963454e-10"
"2014-12-25","2.604816e-10"
"2014-12-26","2.235067e-10"
"2014-12-29","2.000763e-10"
"2014-12-30","2.720503e-10"
"2014-12-31","2.649556e-10"
"2015-01-05","1.704520e-10"
"2015-01-06","2.156421e-10"
"2015-01-07","1.994551e-10"
"2015-01-08","2.200883e-10"
"2015-01-09","2.064117e-10"
"2015-01-12","3.044375e-10"
"2015-01-13","2.716456e-10"
"2015-01-14","2.801184e-10"
"2015-01-15","2.487344e-10"
"2015-01-16","1.969390e-10"
"2015-01-19","4.300062e-10"
"2015-01-20","2.698074e-10"
"2015-01-21","2.191285e-10"
"2015-01-22","3.949798e-10"
"2015-01-23","4.499551e-10"
"2015-01-26","3.204504e-10"
"2015-01-27","1.778389e-10"
"2015-01-28","1.743754e-10"
"2015-01-29","1.998748e-10"
"2015-01-30","2.110320e-10"
"2015-02-02","2.796874e-10"
"2015-02-03","2.106788e-10"
"2015-02-04","1.945323e-10"
"2015-02-05","2.365075e-10"
"2015-02-06","3.175330e-10"
"2015-02-09","3.295986e-10"
"2015-02-10","3.236158e-10"
"2015-02-11","2.519866e-10"
"2015-02-12","2.414713e-10"
"2015-02-13","2.041178e-10"
"2015-02-16","1.919308e-10"
"2015-02-17","1.834165e-10"
"2015-02-25","2.268365e-10"
"2015-02-26","1.953428e-10"
"2015-02-27","1.495803e-10"
"2015-03-02","1.375875e-10"
"2015-03-03","1.535557e-10"
"2015-03-04","1.532389e-10"
"2015-03-05","1.542800e-10"
"2015-03-06","1.864486e-10"
"2015-03-09","2.245794e-10"
"2015-03-10","1.584555e-10"
"2015-03-11","1.645362e-10"
"2015-03-12","1.558242e-10"
"2015-03-13","1.413345e-10"
"2015-03-16","1.507799e-10"
"2015-03-17","1.426799e-10"
"2015-03-18","9.954326e-11"
"2015-03-19","1.004224e-10"
"2015-03-20","1.099848e-10"
"2015-03-23","9.356778e-11"
"2015-03-24","1.315751e-10"
"2015-03-25","2.878357e-10"
"2015-03-26","1.748421e-10"
"2015-03-27","1.459407e-10"
"2015-03-30","1.065189e-10"
"2015-03-31","1.031433e-10"
"2015-04-01","8.432743e-11"
"2015-04-02","8.060654e-11"
"2015-04-03","8.899149e-11"
"2015-04-07","8.958281e-11"
"2015-04-08","9.134693e-11"
"2015-04-09","1.185065e-10"
"2015-04-10","1.033757e-10"
"2015-04-13","8.402206e-11"
"2015-04-14","8.719675e-11"
"2015-04-15","1.267577e-10"
"2015-04-16","1.448410e-10"
"2015-04-17","2.813081e-10"
"2015-04-20","2.318209e-10"
"2015-04-21","1.964381e-10"
"2015-04-22","2.595052e-10"
"2015-04-23","1.374700e-10"
"2015-04-24","2.478485e-10"
"2015-04-27","1.059307e-10"
"2015-04-28","1.503844e-10"
"2015-04-29","2.100183e-10"
"2015-04-30","1.004425e-10"
"2015-05-04","0.000000e+00"
"2015-05-05","1.494995e-10"
"2015-05-06","3.567612e-10"
"2015-05-07","3.186726e-10"
"2015-05-08","2.473540e-10"
"2015-05-11","1.391350e-10"
"2015-05-12","2.214462e-10"
"2015-05-13","1.366727e-10"
"2015-05-14","1.098061e-10"
"2015-05-15","1.436000e-10"
"2015-05-18","1.716424e-10"
"2015-05-19","1.646141e-10"
"2015-05-20","0.000000e+00"
"2015-05-21","3.852998e-10"
"2015-05-22","2.889318e-10"
"2015-05-25","3.957913e-10"
"2015-05-26","3.461070e-10"
"2015-05-27","7.177606e-11"
"2015-05-28","1.140912e-10"
"2015-05-29","1.372198e-10"
"2015-06-01","9.450597e-11"
"2015-06-02","6.914004e-11"
"2015-06-03","1.569310e-10"
"2015-06-04","1.646677e-10"
"2015-06-05","1.896552e-10"
"2015-06-08","1.247259e-10"
"2015-06-09","1.052955e-10"
"2015-06-10","1.236139e-10"
"2015-06-11","6.039318e-11"
"2015-06-12","6.473652e-11"
"2015-06-15","8.104645e-11"
"2015-06-16","9.749509e-11"
"2015-06-17","1.162521e-10"
"2015-06-18","1.039474e-10"
"2015-06-19","1.707267e-10"
"2015-06-23","2.110043e-10"
"2015-06-24","1.054595e-10"
"2015-06-25","1.402188e-10"
"2015-06-26","2.521893e-10"
"2015-06-29","2.946754e-10"
"2015-06-30","2.805560e-10"
"2015-07-01","3.075067e-10"
"2015-07-02","4.085126e-10"
"2015-07-03","2.933581e-10"
"2015-07-06","2.587137e-10"
"2015-07-07","6.254721e-10"
"2015-07-08","1.737952e-09"
"2015-07-09","1.396917e-10"
"2015-07-10","1.678604e-10"
"2015-07-13","7.805096e-10"
"2015-07-14","1.190412e-09"
"2015-07-15","1.600246e-10"
"2015-07-16","2.572326e-10"
"2015-07-17","1.931642e-10"
"2015-07-20","1.624994e-10"
"2015-07-21","2.450614e-10"
"2015-07-22","6.478643e-10"
"2015-07-23","9.681822e-10"
"2015-07-24","3.751081e-10"
"2015-07-27","2.864026e-10"
"2015-07-28","2.462724e-10"
"2015-07-29","2.691457e-10"
"2015-07-30","2.150104e-10"
"2015-07-31","1.958841e-10"
"2015-08-03","2.318133e-10"
"2015-08-04","1.992942e-10"
"2015-08-05","2.421118e-10"
"2015-08-06","5.393957e-10"
"2015-08-07","1.685412e-10"
"2015-08-10","1.407758e-10"
"2015-08-11","1.017870e-10"
"2015-08-12","1.251773e-10"
"2015-08-13","1.345785e-10"
"2015-08-14","3.284411e-10"
"2015-08-17","1.266133e-10"
"2015-08-18","1.872528e-10"
"2015-08-19","2.408763e-10"
"2015-08-20","1.882474e-10"
"2015-08-21","2.647900e-10"
