"T","."
"2014-10-13","5.137101e-11"
"2014-10-14","5.722270e-11"
"2014-10-15","6.482047e-11"
"2014-10-16","5.437956e-11"
"2014-10-17","6.600784e-11"
"2014-10-20","5.608869e-11"
"2014-10-21","6.295696e-11"
"2014-10-22","6.913337e-11"
"2014-10-23","9.368159e-11"
"2014-10-24","6.074896e-11"
"2014-10-27","1.075132e-10"
"2014-10-28","9.763919e-11"
"2014-10-29","5.499832e-11"
"2014-10-30","4.905379e-11"
"2014-10-31","4.488913e-11"
"2014-11-03","4.625366e-11"
"2014-11-04","5.302916e-11"
"2014-11-05","6.012806e-11"
"2014-11-06","5.405148e-11"
"2014-11-07","5.638932e-11"
"2014-11-10","5.401107e-11"
"2014-11-11","6.615880e-11"
"2014-11-12","5.630658e-11"
"2014-11-13","5.879299e-11"
"2014-11-14","5.649835e-11"
"2014-11-17","6.424350e-11"
"2014-11-18","4.019419e-11"
"2014-11-19","5.188776e-11"
"2014-11-20","3.917811e-11"
"2014-11-21","4.727848e-11"
"2014-11-24","3.357472e-11"
"2014-11-25","3.729760e-11"
"2014-11-26","3.323873e-11"
"2014-11-27","3.139387e-11"
"2014-11-28","3.276957e-11"
"2014-12-01","4.130320e-11"
"2014-12-02","4.564420e-11"
"2014-12-03","3.509067e-11"
"2014-12-04","3.587679e-11"
"2014-12-05","4.720833e-11"
"2014-12-08","5.152866e-11"
"2014-12-09","5.027137e-11"
"2014-12-10","5.170168e-11"
"2014-12-11","4.485017e-11"
"2014-12-12","4.250867e-11"
"2014-12-15","4.846735e-11"
"2014-12-16","4.302213e-11"
"2014-12-17","4.464257e-11"
"2014-12-18","3.455102e-11"
"2014-12-19","5.395975e-11"
"2014-12-22","6.956731e-11"
"2014-12-23","7.461926e-11"
"2014-12-24","6.357263e-11"
"2014-12-25","5.350515e-11"
"2014-12-26","5.375952e-11"
"2014-12-29","5.497299e-11"
"2014-12-30","6.164755e-11"
"2014-12-31","5.588646e-11"
"2015-01-05","6.081195e-11"
"2015-01-06","4.150582e-11"
"2015-01-07","4.036496e-11"
"2015-01-08","4.692211e-11"
"2015-01-09","4.091558e-11"
"2015-01-12","6.691467e-11"
"2015-01-13","6.385773e-11"
"2015-01-14","5.647554e-11"
"2015-01-15","4.423595e-11"
"2015-01-16","3.915475e-11"
"2015-01-19","6.987642e-11"
"2015-01-20","4.677190e-11"
"2015-01-21","3.639567e-11"
"2015-01-22","2.972731e-11"
"2015-01-23","4.086206e-11"
"2015-01-26","4.280804e-11"
"2015-01-27","4.658264e-11"
"2015-01-28","4.664897e-11"
"2015-01-29","5.070934e-11"
"2015-01-30","5.401918e-11"
"2015-02-02","5.129523e-11"
"2015-02-03","4.820343e-11"
"2015-02-04","4.904550e-11"
"2015-02-05","3.805300e-11"
"2015-02-06","6.537198e-11"
"2015-02-09","6.425514e-11"
"2015-02-10","5.741992e-11"
