trade_date,yield_rate_000001.SZ,yield_rate_600015.SH,yield_rate_601398.SH,yield_rate_601939.SH,yield_rate_601988.SH,yield_rate_601998.SH,amihud_000001.SZ,amihud_600015.SH,amihud_601398.SH,amihud_601939.SH,amihud_601988.SH,amihud_601998.SH
2018-06-11,-0.00790513833992095,-0.014723926380368096,0.0,-0.002844950213371266,0.0,-0.004830917874396135,1.782315327726243e-05,7.422688811507739e-05,2.106772383751463e-05,2.0801244300774715e-05,3.5698413239258624e-05,0.00018444054801496505
2018-06-12,0.001992031872509961,-0.002490660024906601,0.003584229390681004,0.009985734664764623,0.0,0.0016181229773462786,1.4202064896070995e-05,5.853007395668446e-05,1.6507593880121925e-05,3.0278074725964403e-05,4.193165141409828e-05,0.00017344163993447475
2018-06-13,-0.010934393638170972,-0.009987515605493134,-0.0035714285714285718,-0.002824858757062147,-0.00267379679144385,0.0,2.072563650957828e-05,0.00010218821086031055,1.6602319464118114e-05,2.0666033537257276e-05,3.925885332859535e-05,0.00014021479859869523
2018-06-14,0.012060301507537691,0.002522068095838588,0.007168458781362006,0.00708215297450425,0.0,0.003231017770597738,2.6270613902192866e-05,7.526638901096059e-05,2.504538693747207e-05,2.738753797038436e-05,3.0054695899624696e-05,0.00018198373514915957
2018-06-15,0.009930486593843098,0.0037735849056603774,0.014234875444839857,0.016877637130801686,0.0053619302949061655,0.00966183574879227,1.7751809658073855e-05,5.688788817441121e-05,1.4433504238924067e-05,2.082238394593908e-05,2.2075737603312895e-05,0.00010414479330535231
2018-06-19,-0.029498525073746312,-0.030075187969924814,0.007017543859649123,0.0,0.0026666666666666666,0.011164274322169059,2.236687912484997e-05,0.00016871663656887586,9.768416875252324e-06,1.3492669602142035e-05,1.4864799946109635e-05,6.571092143995044e-05
2018-06-20,0.004052684903748735,0.0,-0.008710801393728224,-0.016597510373443983,-0.007978723404255319,-0.014195583596214513,2.560612633137887e-05,8.869063081302682e-05,2.036960846421196e-05,3.480827033867864e-05,2.9027884087808626e-05,0.0001226755928419831
2018-06-21,-0.0050454086781029275,-0.00516795865633075,-0.0017574692442882249,-0.007032348804500703,0.0026809651474530827,-0.0048,2.1639503064704034e-05,0.00013099235496567108,1.5442263201381258e-05,3.306358229739644e-05,2.99809953568499e-05,0.00011385427398801191
2018-06-22,-0.0010141987829614604,0.005194805194805196,-0.0017605633802816902,0.0,0.0,0.003215434083601286,1.5769789417547747e-05,5.325406046802818e-05,1.2531514016184845e-05,3.0903261576517633e-05,3.398637717975023e-05,0.00015708514289250992
2018-06-25,-0.03959390862944163,-0.009043927648578812,-0.022927689594356263,-0.0226628895184136,-0.0106951871657754,-0.017628205128205128,4.848011613112785e-05,0.00019346868334182903,3.517126675768799e-05,4.161744455478429e-05,5.7901674280864664e-05,0.00021797821518268026
2018-06-26,-0.010570824524312895,-0.0182529335071708,-0.021660649819494584,-0.02463768115942029,-0.013513513513513514,-0.0016313213703099511,3.826991130582356e-05,0.0001304933250956369,3.0238067950512514e-05,4.319292041169363e-05,4.95967032251883e-05,0.0001577936416135748
2018-06-27,-0.02884615384615385,-0.00796812749003984,-0.02029520295202952,-0.0237741456166419,-0.00821917808219178,0.0016339869281045752,4.1879767673623166e-05,0.00013352186516169491,2.5370827542338708e-05,3.830141985056786e-05,5.045744992650636e-05,0.00016507639408886414
2018-06-28,-0.0187018701870187,0.005354752342704151,-0.020715630885122408,-0.0228310502283105,-0.016574585635359115,0.0,2.4578733484893944e-05,0.00012723054576575847,2.9801945319645514e-05,3.850482368372325e-05,4.949058307632142e-05,0.00026927680354259855
2018-06-29,0.019058295964125564,0.012228260869565216,0.023076923076923075,0.020249221183800625,0.01404494382022472,0.013050570962479607,3.806313391337054e-05,0.0001518847114295635,3.591165182938373e-05,4.105974541754798e-05,5.937799471123143e-05,0.00015805970449249353
2018-07-02,-0.052805280528052806,-0.02147651006711409,-0.045112781954887216,-0.05038167938931298,-0.03878116343490305,-0.004830917874396135,5.286249507448815e-05,0.00023489689479273642,5.542463179261051e-05,6.523778793527367e-05,9.382761204413371e-05,0.00013960153131532704
2018-07-03,0.006968641114982578,0.0,0.011811023622047244,0.01607717041800643,0.011527377521613832,-0.032094594594594586,2.658678457721201e-05,0.00012565631744399625,1.5663437076999026e-05,2.9438777344458546e-05,3.600628086346104e-05,0.00026111202061616863
2018-07-04,-0.006920415224913495,-0.006858710562414268,0.0038910505836575885,0.0,0.005698005698005697,-0.0034904013961605577,2.6129826955294776e-05,0.0001673887880059996,2.73174786137804e-05,3.5313764741827195e-05,5.98729522063778e-05,0.00013694459024194078
2018-07-05,-0.0011614401858304295,-0.008287292817679558,0.01356589147286822,0.014240506329113925,0.0141643059490085,0.014010507880910685,2.8849300093326207e-05,0.00014827291333423617,2.558820776483361e-05,3.514067626838359e-05,4.9278656435603775e-05,0.000182886554850718
2018-07-06,0.0069767441860465115,0.006963788300835654,0.01147227533460803,0.007800312012480499,0.00558659217877095,-0.008635578583765112,4.4960974647030844e-05,0.00016129075546409086,3.0018359330964282e-05,4.4572463360626926e-05,5.825431831945344e-05,0.0002434274867756101
2018-07-09,0.042725173210161664,0.022130013831258642,0.04536862003780718,0.054179566563467486,0.04166666666666666,0.02961672473867596,3.333656669052934e-05,0.00013284275298611155,3.932712730484115e-05,5.59568933059865e-05,7.800751983094142e-05,0.00023857355186610054
2018-07-10,-0.005537098560354375,-0.0054127198917456034,-0.0018083182640144665,-0.005873715124816447,-0.005333333333333333,0.00338409475465313,1.945773316626151e-05,9.32950639644397e-05,2.811200360888053e-05,2.689453452595441e-05,3.529522745330108e-05,0.00015146443318436454
2018-07-11,-0.022271714922049,-0.023129251700680274,-0.007246376811594205,-0.005908419497784343,-0.0026809651474530827,-0.016863406408094438,4.5622869023927646e-05,0.00020677648086972337,2.8665213238439253e-05,4.161676170283325e-05,4.791478848134842e-05,0.00029636915363938376
2018-07-12,0.027777777777777776,0.027855153203342618,0.03284671532846715,0.03566121842496285,0.01881720430107527,0.012006861063464838,4.407016657849922e-05,0.00017850285911839882,3.1452171903186045e-05,4.1802243105920754e-05,4.611272608662535e-05,0.00019095245972593143
2018-07-13,0.0,-0.004065040650406504,-0.011070110701107009,0.0014347202295552368,-0.013850415512465377,0.005084745762711864,2.524036142939517e-05,0.00010057506320347717,2.8355995728544135e-05,2.2851541790322172e-05,4.100251606154249e-05,0.00018729312271518214
2018-07-16,-0.01689189189189189,-0.0108843537414966,-0.024253731343283583,-0.025787965616045842,-0.016853932584269662,-0.0016863406408094436,3.9571164774783334e-05,0.00018392687351976065,3.111354623095824e-05,4.759328076332476e-05,5.587706357128812e-05,0.00019296142741310145
2018-07-17,-0.001145475372279496,-0.002751031636863824,0.0,-0.021505376344086027,-0.005714285714285714,-0.006756756756756757,3.167608153639826e-05,0.0001687867642654921,2.5361397362441494e-05,4.323016439898197e-05,4.5646556432595194e-05,0.00019319039690558458
2018-07-18,-0.0022935779816513763,0.002758620689655173,0.0,0.0047095761381475655,-0.005747126436781609,-0.005102040816326529,3.960196140326081e-05,0.00014859357210739957,3.359476714710555e-05,4.9961876521602504e-05,4.31258492188495e-05,0.00031910162052630484
2018-07-19,0.003448275862068965,-0.00687757909215956,-0.01147227533460803,-0.0078125,-0.002890173410404625,0.0,3.397417274023663e-05,0.00021649432702859167,3.759525620358079e-05,3.6927429859876956e-05,4.115861279590519e-05,0.00031756217148977325
2018-07-20,0.04352806414662085,0.0332409972299169,0.05802707930367505,0.06771653543307088,0.028985507246376805,0.03760683760683761,4.203279986062127e-05,0.0002116044875158401,3.7175159694321036e-05,4.817646870749313e-05,5.9872243563840224e-05,0.00031111205327988734
2018-07-23,0.034028540065861694,0.018766756032171584,0.023765996343692874,0.02212389380530973,0.01126760563380282,0.009884678747940693,2.9641150422087397e-05,0.00013800477356203266,2.2939775874054252e-05,2.5478759644127992e-05,4.26468138728205e-05,0.0001640711328256441
2018-07-24,-0.002123142250530785,0.005263157894736843,0.0017857142857142859,0.0,0.0027855153203342623,0.0032626427406199023,2.03788238876599e-05,8.743535438896477e-05,1.7842634882117578e-05,2.204896308313185e-05,3.0035626099837238e-05,9.658133359096368e-05
2018-07-25,-0.002127659574468085,-0.0013089005235602095,0.0017825311942959,-0.001443001443001443,-0.0027777777777777783,-0.0016260162601626016,2.586858193434673e-05,7.518835749516194e-05,1.5095601444535568e-05,3.3973559119118945e-05,3.2127197925020224e-05,0.00022220735397755263
2018-07-26,-0.013859275053304905,-0.007863695937090432,-0.012455516014234877,-0.0014450867052023125,-0.0055710306406685246,-0.0065146579804560255,3.711891264222396e-05,0.0001491282805580153,2.8971671879259498e-05,4.0906292622017984e-05,4.929689619926661e-05,0.00015227285047675674
2018-07-27,0.0,-0.002642007926023778,-0.0018018018018018016,-0.008683068017366135,-0.0028011204481792717,0.004918032786885246,4.066381339476868e-05,0.00014332189474458874,1.9986512864894235e-05,3.5546329975918356e-05,3.188862975642566e-05,0.00024017384477782567
2018-07-30,0.015135135135135137,0.0052980132450331134,0.009025270758122744,0.014598540145985403,0.011235955056179777,0.008156606851549756,3.8707037257453525e-05,0.00016002559545995532,2.4341079983611764e-05,3.717986786546267e-05,2.8791389850058027e-05,0.00017603105160238878
2018-07-31,0.003194888178913738,0.002635046113306983,0.01073345259391771,0.008633093525179856,0.005555555555555557,0.014563106796116504,3.7977233577521195e-05,0.0001485624817106402,3.634224808259337e-05,4.1611677766515585e-05,3.9240588716260403e-05,0.0002214660545619572
2018-08-01,-0.028662420382165606,-0.015768725361366618,-0.017699115044247787,-0.018544935805991442,-0.016574585635359115,-0.060606060606060615,5.5208835046537415e-05,0.0001622289841571868,3.254080535382248e-05,3.888270196941012e-05,5.597918079953951e-05,0.00018609787575637668
2018-08-02,-0.022950819672131147,-0.020026702269692918,-0.019819819819819826,-0.020348837209302327,-0.01966292134831461,-0.0033955857385398985,3.5688445722585645e-05,0.00022443938710161026,3.120720054838557e-05,3.6073656487402734e-05,4.73049268762753e-05,0.0001675816158266771
2018-08-03,-0.003355704697986577,0.0,0.007352941176470587,0.013353115727002969,0.0,-0.0034071550255536627,4.922568337461179e-05,0.00016626779315891815,2.253832098076136e-05,3.804619470680441e-05,6.027255851427559e-05,0.00022156865222752842
2018-08-06,0.0033670033670033673,0.0013623978201634875,0.005474452554744525,0.008784773060029283,0.005730659025787965,0.0,4.909687383883346e-05,0.0001944910545934713,3.3219265814398604e-05,3.6513626242211667e-05,3.800977009210085e-05,0.0002100239480675465
2018-08-07,0.025727069351230432,0.01904761904761905,0.016333938294010888,0.013062409288824385,0.014245014245014247,0.017094017094017096,5.146990032984248e-05,0.00016493803002311054,2.382714807132297e-05,2.964152764723518e-05,4.464430754587127e-05,0.00030574554388813853
2018-08-08,-0.013086150490730643,-0.009345794392523366,-0.016071428571428573,-0.01862464183381089,-0.008426966292134831,-0.008403361344537815,2.7066125832451983e-05,0.00010058231566105072,2.6822240041471e-05,3.909215723288245e-05,3.8116612563178335e-05,0.0001977186738008333
2018-08-09,0.026519337016574586,0.016172506738544475,0.010889292196007259,0.011678832116788322,0.0084985835694051,0.011864406779661016,4.813591767674463e-05,0.00023343161460436792,2.5860782979016265e-05,3.4106552665316745e-05,4.6395487239362544e-05,0.0001873077962399666
2018-08-10,-0.006458557588805167,0.0,-0.012567324955116695,-0.011544011544011544,-0.005617977528089888,-0.0033500837520938024,4.424614024602836e-05,0.0001334275865939558,2.1090335227675686e-05,3.1108273107898934e-05,4.699965741444453e-05,0.0002687574575055513
2018-08-13,-0.01950162513542795,-0.011936339522546418,-0.018181818181818184,-0.026277372262773727,-0.011299435028248588,-0.015126050420168066,4.940346150799467e-05,0.00022855118932581556,2.985800453913592e-05,4.334475695014493e-05,5.514553310201167e-05,0.00025595081878097283
2018-08-14,-0.0055248618784530384,-0.0013422818791946306,-0.003703703703703704,0.0014992503748125937,0.002857142857142857,-0.0017064846416382253,3.165434312196818e-05,0.00011343631816814685,2.068168886304519e-05,4.2917656284590836e-05,4.141657010283313e-05,0.00020678163478347043
2018-08-15,-0.02333333333333333,-0.016129032258064516,-0.016728624535315983,-0.016467065868263474,-0.017094017094017096,-0.017094017094017096,5.109734747634024e-05,0.00024607207685362547,2.2601975798125288e-05,4.051744864894286e-05,4.987242828196891e-05,0.00027225484118388176
2018-08-16,-0.001137656427758817,-0.004098360655737704,-0.003780718336483932,0.0045662100456621,0.0057971014492753615,0.0,5.0979960500844016e-05,0.00027122385505988223,2.3779123827965663e-05,4.113323457251844e-05,5.43200695532969e-05,0.00033582027113633416
2018-08-17,0.0034168564920273353,-0.004115226337448559,-0.00189753320683112,-0.012121212121212123,-0.005763688760806916,-0.005217391304347826,3.131559830467123e-05,0.0001727730902830804,1.7941942059263968e-05,7.185467001991106e-05,5.061191516417872e-05,0.0002738308196046963
2018-08-20,0.021566401816118047,0.01790633608815427,0.01901140684410647,0.021472392638036814,0.014492753623188406,0.01048951048951049,3.86219920934065e-05,0.000137334669135309,3.0133894803241866e-05,4.328306796170557e-05,4.813855252897635e-05,0.00019287026003490432
2018-08-21,0.02555555555555556,0.0013531799729364006,0.00746268656716418,0.009009009009009007,0.005714285714285714,0.008650519031141871,2.4481774016204332e-05,9.816060481071424e-05,1.8450912973257637e-05,3.5631510567965197e-05,5.729495872548206e-05,0.00022769465890865278
2018-08-22,0.0065005417118093175,-0.008108108108108107,-0.001851851851851852,-0.0029761904761904765,-0.005681818181818182,-0.005145797598627787,2.5000647602999138e-05,0.00010868592509259428,4.882383322529984e-05,4.994252279768538e-05,8.22356948509173e-05,0.0004647424056144378
2018-08-23,0.00753498385360603,0.004087193460490463,0.0018552875695732839,-0.0014925373134328358,0.0,-0.003448275862068966,2.9923338943553198e-05,7.217308977134604e-05,3.002465312854117e-05,6.391424009258722e-05,5.421549101580172e-05,0.00026902123058619937
2018-08-24,0.07158119658119659,0.036635006784260515,0.016666666666666666,0.01644245142002989,0.008571428571428572,0.020761245674740483,3.380944031151786e-05,0.00013976355010840598,3.546433640472289e-05,6.324767442057169e-05,6.615200054806212e-05,0.00026638883257246306
2018-08-27,0.039880358923230316,0.009162303664921469,0.007285974499089253,0.016176470588235296,0.0056657223796034,0.022033898305084745,2.0033368729255834e-05,5.645783324248882e-05,1.844527329965818e-05,2.732859394646407e-05,1.9844566756011447e-05,0.00014950944468221562
2018-08-28,-0.01342281879194631,-0.00648508430609598,-0.003616636528028933,0.0057887120115774245,0.002816901408450705,-0.001658374792703151,1.3803140533996109e-05,7.459159430325174e-05,2.166717596210975e-05,2.8314635363804273e-05,2.8718500062977868e-05,0.00014407764749466593
2018-08-29,-0.001943634596695821,-0.0026109660574412533,-0.003629764065335753,-0.007194244604316547,0.0,0.0016611295681063125,1.903305422231867e-05,7.292286949601182e-05,2.8179749589476887e-05,4.6852310767049394e-05,2.2931605049481645e-05,0.00019262856472947865
2018-08-30,-0.014605647517039922,-0.01832460732984293,-0.016393442622950817,-0.010144927536231885,-0.008426966292134831,-0.011608623548922056,2.607145015364788e-05,0.0001112897816348408,3.4111378458563404e-05,6.108662061711537e-05,4.625172478996056e-05,0.00031658077035864933
2018-08-31,0.0009881422924901187,0.03333333333333333,0.007407407407407406,0.007320644216691069,0.0056657223796034,0.0016778523489932886,1.6106102415879184e-05,7.728671476409827e-05,1.8951592591605732e-05,5.522552023988406e-05,2.662349564102228e-05,0.00020082920661068112
2018-09-03,0.0059230009871668295,-0.00903225806451613,-0.0018382352941176468,0.0,0.0,0.0016750418760469012,2.840061685322285e-05,6.189081863305397e-05,2.492785069563013e-05,3.969707446340244e-05,3.334385389099442e-05,0.0001570457971055661
2018-09-04,0.023552502453385672,0.01041666666666667,0.001841620626151013,0.007267441860465117,0.008450704225352114,0.01003344481605351,3.475642850170884e-05,8.90552951377325e-05,2.9336264420639252e-05,5.698397931534282e-05,4.936744773122825e-05,0.0001519199598286929
2018-09-05,-0.0364333652924257,-0.021907216494845363,-0.01654411764705882,-0.031746031746031744,-0.013966480446927377,-0.02814569536423841,3.086769021604957e-05,0.0001050120016045146,2.63755635225307e-05,5.7343282777799755e-05,4.536066195629282e-05,0.0002459642424909714
2018-09-06,-0.007960199004975124,-0.007905138339920948,-0.003738317757009346,-0.005961251862891207,-0.0084985835694051,0.0,2.649312251715676e-05,8.603604955460219e-05,2.8596114567278267e-05,3.6000661362384496e-05,4.627728797309271e-05,0.0002927787545821123
2018-09-07,0.004012036108324975,0.0013280212483399733,0.00375234521575985,-0.0014992503748125937,0.002857142857142857,-0.0068143100511073255,3.050295103872149e-05,7.279333829381103e-05,2.4311889944942207e-05,3.2967210099055325e-05,4.2133111041586467e-05,0.00017431938697580381
2018-09-10,-0.012987012987012988,-0.005305039787798408,-0.001869158878504673,-0.006006006006006006,0.0028490028490028487,-0.0137221269296741,3.660637079447548e-05,7.228111311416359e-05,2.9448596695466698e-05,4.243902768277467e-05,4.267636215092862e-05,0.00017411993271271932
2018-09-11,0.0030364372469635624,-0.006666666666666667,0.0,-0.006042296072507553,-0.002840909090909091,-0.005217391304347826,3.135465912912317e-05,0.00010656545267094124,3.0050501589824226e-05,6.96591115106543e-05,4.46820708318411e-05,0.00013889439826009418
2018-09-12,-0.003027245206861756,0.002684563758389261,-0.009363295880149813,-0.0060790273556231,-0.005698005698005697,0.0,2.7148054210372863e-05,0.0001370084569799654,2.1140423288181745e-05,3.8028512099068956e-05,4.347363533771833e-05,0.00014047388512588275
2018-09-13,0.008097165991902834,0.0107095046854083,0.015122873345935728,0.01529051987767584,0.014326647564469913,0.005244755244755245,2.6253247536867788e-05,7.844711363320452e-05,2.753032616730155e-05,4.174310920403255e-05,4.547184125536828e-05,0.00015052915147922234
2018-09-14,-0.012048192771084336,-0.0026490066225165567,0.0,0.0015060240963855422,0.0,-0.006956521739130435,2.809974658782739e-05,5.9703637901996424e-05,2.0364034687615177e-05,3.866860937308527e-05,2.298124440380361e-05,9.608974683833948e-05
2018-09-17,-0.01524390243902439,-0.010624169986719787,-0.00931098696461825,-0.006015037593984962,-0.005649717514124294,-0.010507880910683012,3.2617380115956814e-05,0.00011441948429497405,2.5196172127514106e-05,3.538468125807349e-05,4.3778555761909936e-05,0.00013520523350093037
2018-09-18,0.040247678018575865,0.030872483221476513,0.013157894736842106,0.01210287443267776,0.008522727272727272,0.017699115044247787,3.873717124543825e-05,8.43039032561167e-05,2.7975074573519298e-05,5.323089026219542e-05,3.918060064138464e-05,0.0001688710526245797
2018-09-19,0.015873015873015872,0.009114583333333334,0.00927643784786642,0.013452914798206277,0.002816901408450705,0.006956521739130435,2.4212116440000096e-05,6.0202467801646606e-05,1.927273714953016e-05,3.764486997718013e-05,3.0174255476251868e-05,9.471600903764721e-05
2018-09-20,-0.0009765625,0.0012903225806451613,0.009191176470588236,0.01032448377581121,0.002808988764044944,0.0069084628670120895,2.5984415109086184e-05,5.682458767543782e-05,1.802701179313781e-05,3.807708890462356e-05,3.2790214988751834e-05,0.00013919319881953928
2018-09-21,0.04301075268817204,0.034793814432989685,0.04735883424408015,0.05255474452554745,0.030812324929971987,0.036020583190394515,2.9170428397977117e-05,9.021528316332886e-05,2.8980690488435448e-05,4.1743027797311636e-05,3.8520138104358865e-05,0.00022303115463684345
2018-09-25,-0.011246485473289596,-0.009962640099626404,-0.01391304347826087,-0.015256588072122053,-0.008152173913043478,-0.009933774834437088,1.8340802493048705e-05,4.733097530749856e-05,1.6061527746836484e-05,3.189704671732397e-05,3.114310488819981e-05,0.00016866196551926872
2018-09-26,0.015165876777251184,0.020125786163522008,0.005291005291005291,0.004225352112676057,0.00821917808219178,0.01003344481605351,2.331447705946552e-05,6.728461931259589e-05,1.4452295954522338e-05,2.222482776064718e-05,2.8024392380800084e-05,0.00014245676040163828
2018-09-27,0.0028011204481792713,0.0,-0.0017543859649122807,0.0,0.0,-0.0033112582781456954,2.677052162458737e-05,3.8915185028677414e-05,2.645002287025073e-05,2.970276902775977e-05,3.164056587404525e-05,8.551940639722362e-05
2018-09-28,0.028864059590316574,0.007398273736128238,0.0140597539543058,0.015427769985974752,0.010869565217391304,0.00664451827242525,2.0661448400661366e-05,5.4600647922271166e-05,1.8181150430879055e-05,3.0179624585498976e-05,2.923747233062713e-05,0.00013396315026427977
2018-10-08,-0.05429864253393665,-0.04528763769889841,-0.03639514731369151,-0.04281767955801105,-0.026881720430107527,-0.02640264026402641,3.112898887534844e-05,0.0001244752979172427,3.6187261882127364e-05,5.47929906115909e-05,5.334249188557639e-05,0.00019018050310276724
2018-10-09,0.010526315789473686,0.005128205128205128,-0.00539568345323741,-0.004329004329004329,-0.008287292817679558,-0.011864406779661016,2.6298159206917585e-05,6.043307255048597e-05,1.7650519070993133e-05,4.05647890153948e-05,2.6773158751183842e-05,0.00013069862943363653
2018-10-10,-0.010416666666666666,0.0012755102040816328,0.003616636528028933,0.0057971014492753615,0.0027855153203342623,0.005145797598627787,2.545510365454865e-05,9.435848216880009e-05,1.5726334795171348e-05,4.177569295366488e-05,3.226617388596267e-05,0.00017762342087121008
2018-10-11,-0.056459330143540674,-0.03821656050955414,-0.027027027027027032,-0.03746397694524496,-0.02777777777777778,-0.020477815699658702,3.734660161224141e-05,0.0001325959389387698,2.7076902214260173e-05,5.6516612977066836e-05,5.398789432014365e-05,0.00027965462862900253
2018-10-12,0.044624746450304266,0.019867549668874173,0.024074074074074074,0.037425149700598806,0.014285714285714287,0.0017421602787456446,3.1014032588062184e-05,0.0001034651787850788,3.0354423024224737e-05,5.136949209348546e-05,3.767416988497699e-05,0.00014587964540084392
2018-10-15,-0.01844660194174757,-0.014285714285714284,-0.018083182640144663,-0.017316017316017316,-0.014084507042253525,-0.02956521739130435,2.5618910181756408e-05,0.00010114729993473886,3.165942068106147e-05,4.326998566324948e-05,4.354330995498213e-05,0.00018242511931072355
2018-10-16,0.02571711177052424,0.006587615283267458,0.003683241252302026,0.0073421439060205596,0.002857142857142857,-0.0017921146953405016,2.8725465458192592e-05,8.804687425220034e-05,3.286110751411737e-05,3.636318155998055e-05,3.467186376412601e-05,0.00013061151533752926
2018-10-17,-0.0038572806171648993,0.006544502617801048,-0.0036697247706422016,-0.004373177842565597,0.008547008547008548,0.021543985637342902,2.8306564599475252e-05,7.708828679361227e-05,2.520863661527099e-05,4.372774076396862e-05,3.3302766215273826e-05,0.00013897337459387043
2018-10-18,-0.023233301064859633,-0.02080624187256177,-0.014732965009208104,-0.014641288433382138,-0.005649717514124294,-0.019332161687170474,2.60768894237878e-05,0.00011101724763177217,1.838711218241101e-05,3.817706435060344e-05,2.6831174957975158e-05,0.00016665563934695223
2018-10-19,0.06640237859266601,0.034528552456839307,0.02429906542056075,0.03714710252600297,0.025568181818181816,0.028673835125448032,3.8250250149871386e-05,0.00014361662748484547,3.304261595725751e-05,4.8367711759303385e-05,5.597980004129056e-05,0.00027846529410513856
2018-10-22,0.0362453531598513,0.0282413350449294,0.027372262773722626,0.03008595988538681,0.024930747922437674,0.026132404181184662,2.1491064744859117e-05,8.189737740682044e-05,2.3022912563018696e-05,3.0251177545587873e-05,3.389762972065237e-05,0.00013560903901179664
2018-10-23,-0.02780269058295964,-0.023720349563046198,-0.028419182948490232,-0.031988873435326845,-0.02162162162162162,-0.02207130730050934,2.538237226093315e-05,8.994537140449088e-05,3.332658536150184e-05,4.312938656086979e-05,4.28621574122704e-05,0.00019567596930627272
2018-10-24,0.01845018450184502,0.02301790281329923,0.02742230347349177,0.027298850574712645,0.016574585635359115,0.022569444444444448,2.364455881045965e-05,0.00010052443672075624,2.683491539466329e-05,4.584443506521874e-05,4.088945788024813e-05,0.00018851669596905413
2018-10-25,0.022644927536231887,0.0075,0.005338078291814946,0.012587412587412588,0.008152173913043478,0.013582342954159594,2.841837432811989e-05,0.00011641708312528139,2.9172770083834694e-05,5.1243259054627004e-05,5.3878390275008554e-05,0.00022951718427247997
2018-10-26,-0.009743135518157664,-0.0024813895781637717,0.007079646017699116,0.0055248618784530384,0.0,-0.008375209380234507,2.1696621027598928e-05,7.743188329821186e-05,2.9893199208355408e-05,3.1758382604417024e-05,2.7147344958931492e-05,0.00010988828230390462
2018-10-29,-0.038461538461538464,-0.012437810945273634,-0.019332161687170474,-0.027472527472527472,-0.0026954177897574125,-0.015202702702702704,3.287488285340072e-05,0.0001344268674892613,3.561055916317259e-05,5.2009573623412235e-05,3.6340741884260995e-05,0.00022510340462064625
2018-10-30,0.013953488372093023,0.013853904282115869,0.008960573476702509,0.007062146892655367,0.01081081081081081,0.0137221269296741,1.9555669794469652e-05,8.878442932148632e-05,2.5051079532184303e-05,3.874110650233616e-05,2.0544317889067488e-05,0.00013009989964036262
2018-10-31,0.0009174311926605504,-0.006211180124223602,0.0,0.002805049088359046,-0.0053475935828877,0.001692047377326565,1.7633585731992912e-05,4.555529129627473e-05,1.4635714231394395e-05,3.3935407831312896e-05,2.752906049533679e-05,0.00010229196579112428
2018-11-01,-0.007332722273143905,-0.00875,-0.010657193605683835,-0.008391608391608392,-0.013440860215053764,-0.011824324324324323,1.5835527683864052e-05,6.946745425981605e-05,1.9637895859061364e-05,3.182845511030003e-05,3.0944706272586294e-05,0.00013284906170070578
2018-11-02,0.024007386888273315,0.0201765447667087,0.012567324955116695,0.011283497884344145,0.010899182561307902,0.015384615384615384,1.2305736593743684e-05,5.7819483018413234e-05,1.1216554416065373e-05,1.7507306566769366e-05,1.893402342048964e-05,9.58261598606038e-05
2018-11-05,-0.015329125338142471,-0.014833127317676144,-0.014184397163120569,-0.016736401673640166,-0.008086253369272238,-0.008417508417508417,1.7487248602561606e-05,6.84096204079195e-05,1.6916642364461433e-05,2.8551349464167485e-05,2.5885803007654183e-05,0.00016385678991238806
2018-11-06,-0.007326007326007327,-0.006273525721455458,-0.00539568345323741,-0.007092198581560284,-0.005434782608695652,-0.0033955857385398985,2.3220444965933374e-05,7.802429767092591e-05,1.6522880277474793e-05,3.0436472774399048e-05,2.9019977551789507e-05,0.0001228765302341661
2018-11-07,-0.002767527675276753,-0.005050505050505051,-0.0018083182640144665,-0.004285714285714286,0.0,-0.005110732538330494,2.1648833794819853e-05,7.453961201888892e-05,1.4972731941665506e-05,2.53748134706724e-05,3.2985150761820125e-05,0.00012387391721345014
2018-11-08,0.007400555041628122,0.001269035532994924,0.0018115942028985512,0.0,0.00273224043715847,0.005136986301369864,1.6990737729631898e-05,7.22558793277835e-05,1.3349782221692652e-05,3.0570509576153355e-05,3.1895994021304625e-05,9.553487273378972e-05
2018-11-09,-0.03122130394857668,-0.017743979721166037,-0.032549728752260386,-0.035868005738880916,-0.021798365122615803,-0.030664395229982964,2.6826228995676896e-05,9.689940891177472e-05,1.938460409397894e-05,2.6878425222862176e-05,3.802817957599932e-05,0.0002081140931978522
2018-11-12,0.000947867298578199,0.014193548387096775,0.001869158878504673,0.0,0.0055710306406685246,0.005272407732864674,1.9761242728747603e-05,0.00010584179833699373,1.2855234576989936e-05,1.8244671078458265e-05,3.474040236539742e-05,5.59292898059412e-05
2018-11-13,-0.0018939393939393942,0.008905852417302799,0.00373134328358209,0.0,0.002770083102493075,0.0017482517482517485,2.2790619238786106e-05,0.00013502903628488192,1.951475516406981e-05,3.0421245835798572e-05,3.48081559293756e-05,0.00013457922899899589
2018-11-14,-0.0094876660341556,-0.01261034047919294,-0.01301115241635688,-0.014880952380952382,-0.011049723756906077,-0.008726003490401396,1.5300431972737375e-05,0.00010227511901144454,1.5865454916892372e-05,2.1471622404991558e-05,3.578873401520405e-05,0.00011929348202844952
2018-11-15,0.017241379310344827,0.010217113665389528,0.00753295668549906,0.007552870090634442,0.00558659217877095,0.01056338028169014,2.1993292538192764e-05,8.979062175258558e-05,1.4579203440847583e-05,2.1629776564749523e-05,2.1678867778529307e-05,0.00011012125912123289
