trade_date,yield_rate_000001.SZ,yield_rate_600000.SH,yield_rate_600015.SH,yield_rate_600016.SH,yield_rate_600036.SH,yield_rate_601166.SH,yield_rate_601288.SH,yield_rate_601328.SH,yield_rate_601398.SH,yield_rate_601818.SH,yield_rate_601939.SH,yield_rate_601988.SH,yield_rate_601998.SH,amihud_000001.SZ,amihud_600000.SH,amihud_600015.SH,amihud_600016.SH,amihud_600036.SH,amihud_601166.SH,amihud_601288.SH,amihud_601328.SH,amihud_601398.SH,amihud_601818.SH,amihud_601939.SH,amihud_601988.SH,amihud_601998.SH
2018-01-16,0.0,-0.009216589861751152,0.002127659574468085,0.0011273957158962798,-0.0015654351909830933,-0.006666666666666666,0.007281553398058252,0.006172839506172839,0.024883359253499222,0.0,0.01982651796778191,0.009569377990430623,0.00430416068866571,7.2872032818307265e-06,2.2488999866639515e-05,3.370249584714343e-05,1.2671703068355045e-05,1.114956174243913e-05,6.691510618464564e-06,9.146296866008001e-06,1.1268198488061183e-05,1.3071937057995635e-05,1.3631028580378084e-05,2.3390273322485502e-05,1.5299667669938434e-05,5.274561132307267e-05
2018-01-17,0.0021126760563380284,0.015503875968992248,0.010615711252653929,0.0022522522522522522,-0.006271558482282847,0.02572706935123043,0.016867469879518072,0.004601226993865031,0.019726858877086497,0.014251781472684084,0.019441069258809233,0.004739336492890996,-0.012857142857142857,1.0751325608364638e-05,2.405293017361061e-05,4.294536083698965e-05,1.3158714969041912e-05,1.4976087650496199e-05,8.081029806449993e-06,1.1754510313871878e-05,1.3892858053201074e-05,1.4784601106875199e-05,1.8820866410063505e-05,2.2813743196140514e-05,1.7387633039467066e-05,7.803468126958552e-05
2018-01-18,0.03443429374560787,0.01068702290076336,0.013655462184873951,0.012359550561797753,0.019880088355948247,0.0021810250817884407,0.035545023696682464,0.012213740458015267,0.06101190476190476,0.014051522248243561,0.0703218116805721,0.028301886792452827,0.04196816208393632,1.084928100190604e-05,1.0380728431344471e-05,3.3571546831413065e-05,1.2349912189121611e-05,1.2515514625274752e-05,4.0674595222191816e-06,1.1347518698264802e-05,7.638354684964347e-06,1.5193800019824681e-05,1.2984017635950817e-05,3.5684722750978165e-05,1.0232506744599703e-05,5.448099185685504e-05
2018-01-19,0.005434782608695652,0.0,0.01865284974093264,0.011098779134295229,0.004331683168316832,-0.0070729053318824816,0.02288329519450801,0.018099547511312215,-0.001402524544179523,0.025404157043879907,0.012249443207126948,0.009174311926605503,0.0,7.877544387326617e-06,1.3957047045153438e-05,3.21994342077349e-05,9.603435810075202e-06,1.2560554859580972e-05,4.629118420583967e-06,1.0955790036404275e-05,7.110627967084844e-06,1.0042094877936433e-05,1.7239484759929547e-05,1.5795479704482287e-05,1.1833251817407614e-05,4.686484376452252e-05
2018-01-22,-0.024324324324324322,-0.03549848942598187,-0.01627670396744659,-0.01866081229418222,0.019100431300061612,-0.01917808219178082,-0.024608501118568233,-0.011851851851851851,0.00702247191011236,0.009009009009009009,-0.0033003300330033004,0.0,-0.011111111111111112,1.1452393026120155e-05,1.1623351034913177e-05,4.007229601842075e-05,1.5846336786556305e-05,1.4466831522892325e-05,4.766830601046784e-06,1.2083496479612612e-05,1.1976141178638782e-05,1.4090040090009157e-05,1.72790087661941e-05,1.958002537563282e-05,1.70163099888557e-05,4.538460244877326e-05
2018-01-23,0.014542936288088643,0.010180109631949883,0.033092037228541885,0.03355704697986577,0.029322853688029022,0.02122905027932961,0.027522935779816512,0.046476761619190406,0.044630404463040445,0.07142857142857142,0.08278145695364238,0.06363636363636364,0.03651685393258427,1.1168617169060085e-05,6.716224982227098e-06,3.516743978650654e-05,1.9134836109473998e-05,1.1023974877079963e-05,3.454540445971414e-06,5.948787513524939e-06,1.2783266137128604e-05,1.2893985819287832e-05,2.878213247558253e-05,2.8669217061476746e-05,2.2720667327603115e-05,5.055415991379782e-05
2018-01-24,-0.0006825938566552901,0.05193798449612403,0.008008008008008008,0.00974025974025974,-0.005873715124816447,0.02188183807439825,0.011160714285714286,0.008595988538681947,-0.012016021361815753,0.0,-0.014271151885830785,0.002136752136752137,0.0027100271002710027,1.0217093378473538e-05,1.6199179116740078e-05,2.939871486915733e-05,1.1549448917632486e-05,1.3585409618207259e-05,4.801733250131366e-06,7.918507340692375e-06,8.886014340451797e-06,1.2902780445611096e-05,1.6777392539398002e-05,1.1631408584971742e-05,1.4128355741723801e-05,4.138859425556476e-05
2018-01-25,-0.030054644808743168,0.0058953574060427415,-0.008937437934458788,-0.004287245444801715,-0.012998522895125554,-0.005353319057815846,0.002207505518763797,-0.007102272727272728,-0.006756756756756757,-0.004166666666666667,-0.01344364012409514,-0.012793176972281448,-0.01891891891891892,1.3300369475854384e-05,1.229087427450147e-05,3.184959121599175e-05,1.5814423523321433e-05,1.2723516803077065e-05,5.520520690272716e-06,1.0622932719535641e-05,1.2019222790642762e-05,1.4110404655520867e-05,2.2809145521767272e-05,1.5932754754805996e-05,2.231752322512058e-05,7.20692565079504e-05
2018-01-26,-0.01056338028169014,-0.017582417582417582,0.008016032064128256,0.0032292787944025836,0.001795869500149656,0.005920344456404737,-0.013215859030837003,0.004291845493562232,0.00272108843537415,0.006276150627615062,0.009433962264150943,0.004319654427645789,0.015151515151515152,7.822230554077678e-06,9.001108612779466e-06,3.270457982846925e-05,9.87754493503457e-06,1.3787045290684802e-05,3.7499378719835113e-06,5.736864533888125e-06,1.0244517214281016e-05,1.2080211660301715e-05,1.9629007727187645e-05,1.3059067197073753e-05,1.8267612824847698e-05,8.319133611874911e-05
2018-01-29,-0.022064056939501777,0.0037285607755406414,-0.011928429423459244,-0.012875536480686695,-0.014639976097998207,0.013376136971642588,0.00669642857142857,-0.014245014245014247,0.008141112618724558,-0.012474012474012475,-0.011422637590861888,-0.01075268817204301,-0.012211668928086838,1.6035679945698457e-05,7.574683931448009e-06,3.553485172046277e-05,1.873131056632595e-05,1.651237511753325e-05,4.443422307035321e-06,7.87323479369281e-06,1.4777315754225107e-05,1.582995386317988e-05,2.7230166755702896e-05,1.528713182757511e-05,2.180286834005228e-05,7.871096323429316e-05
2018-01-30,-0.006550218340611353,-0.026002971768202078,-0.019114688128772636,-0.02065217391304348,-0.01243177683444512,-0.02270327349524815,-0.019955654101995565,-0.02601156069364162,-0.020188425302826378,-0.031578947368421054,-0.014705882352941178,-0.026086956521739132,-0.017857142857142856,1.41391983847536e-05,2.1050118574791496e-05,3.631397050425908e-05,2.1323459711889953e-05,1.911571572904965e-05,7.628651003072286e-06,1.0221667972234202e-05,1.644740118218915e-05,1.6697062956587856e-05,2.6966960040156126e-05,1.6373404368652136e-05,2.4580310282471552e-05,6.829889220062678e-05
2018-01-31,0.029304029304029304,0.004576659038901602,0.010256410256410256,0.0055493895671476145,0.0420632483880872,0.009184224743381956,0.00904977375565611,0.005934718100890208,0.027472527472527472,0.015217391304347828,0.013859275053304903,0.01339285714285714,0.009790209790209791,1.5563897240708217e-05,1.0408341380686688e-05,4.3822833378115006e-05,1.4937362354078013e-05,2.419909240469753e-05,5.133931350487217e-06,9.15784993266621e-06,1.0877213547261752e-05,1.4282344764781197e-05,2.2296338286125516e-05,1.3688326713536554e-05,1.767456487341825e-05,6.841687039932314e-05
2018-02-01,-0.0014234875444839856,0.009870918754745635,0.01421319796954315,0.017660044150110375,0.01502651738361815,0.010706638115631693,0.011210762331838566,0.014749262536873156,0.026737967914438502,0.01284796573875803,0.012618296529968454,0.019823788546255505,0.0221606648199446,1.1588027011514377e-05,1.2972156639014643e-05,3.294328441515464e-05,1.6582275796256267e-05,1.3084562512379548e-05,3.755652153366334e-06,7.552576157699499e-06,8.574782819838128e-06,1.0693971292178101e-05,1.5636424488392615e-05,1.20372029691352e-05,1.5026546017182372e-05,5.39203877786157e-05
2018-02-02,0.0014255167498218105,-0.012030075187969924,-0.011011011011011011,-0.005422993492407809,0.001451378809869376,-0.006355932203389831,0.0,-0.005813953488372093,-0.010416666666666668,-0.010570824524312896,-0.008307372793354102,-0.010799136069114472,0.005420054200542005,2.070172542087927e-05,2.3416368529930223e-05,5.983488037157597e-05,2.7037828189925143e-05,1.5426005673450775e-05,7.3081092879561595e-06,1.0248670611863518e-05,1.715112465611198e-05,1.2634827555081992e-05,4.185620563551457e-05,1.8023455812461438e-05,2.1772113787317548e-05,9.225727700054e-05
2018-02-05,0.03558718861209964,0.02663622526636225,0.05263157894736842,0.03053435114503817,0.011304347826086957,0.03464818763326226,0.05321507760532151,0.04970760233918129,0.019736842105263157,0.06623931623931624,0.02513089005235602,0.03930131004366812,0.09703504043126684,1.785179117134861e-05,2.105231325348917e-05,5.642162488440966e-05,2.4672081789861095e-05,1.4790549608916984e-05,7.784527674773073e-06,1.529063746063361e-05,2.2838302365942096e-05,1.30087768482298e-05,4.053271218631035e-05,2.048381674549266e-05,2.6477577582111507e-05,0.00010378811237545687
2018-02-06,-0.03780068728522337,-0.0007412898443291327,-0.026923076923076925,-0.035978835978835985,-0.007738607050730869,-0.013395157135497167,-0.008421052631578947,0.0,-0.0232258064516129,-0.014028056112224449,-0.03983656792645557,0.0,-0.01597051597051597,1.1958989670953422e-05,6.872014398847282e-06,2.898192853315266e-05,1.802854471554286e-05,8.49129304211411e-06,3.7632392592179103e-06,6.707596520143212e-06,8.616634636354297e-06,9.023879666502726e-06,1.5143943836821486e-05,2.2253731851101014e-05,1.2621341178460299e-05,4.771564808345347e-05
2018-02-07,-0.07714285714285715,-0.0022255192878338275,-0.011857707509881424,-0.012074643249176729,-0.06441363373772387,-0.006266318537859008,-0.05307855626326964,-0.001392757660167131,-0.05812417437252312,-0.034552845528455285,-0.059574468085106386,-0.03571428571428572,-0.03245942571785269,2.520006132387656e-05,1.7881248887938668e-05,4.195002409638672e-05,1.753768395827764e-05,1.6959004695282508e-05,6.2023681632823406e-06,1.7182693232194474e-05,1.575761867422002e-05,1.9586265361368623e-05,3.0319502311331353e-05,3.272098951779336e-05,2.4120854789927662e-05,0.00010233864559707667
2018-02-08,-0.029411764705882353,-0.026022304832713755,-0.034,-0.03222222222222222,-0.03426983636924977,-0.03573305307409354,-0.033632286995515695,-0.0404463040446304,-0.043478260869565216,-0.04631578947368421,-0.03959276018099547,-0.03703703703703704,-0.06451612903225806,1.1304121843781426e-05,2.6340807596251973e-05,6.623523901085129e-05,2.328349363226188e-05,1.4709947811286571e-05,9.447769654377617e-06,1.6472829237190098e-05,2.399375615819896e-05,1.7141442893395133e-05,4.0814796831285226e-05,2.818160830879074e-05,2.655627716795047e-05,0.00010232608030539796
2018-02-09,-0.06778309409888357,-0.024427480916030534,-0.045548654244306416,-0.048220436280137766,-0.01822250639386189,-0.030517711171662125,-0.03480278422273782,-0.026162790697674417,-0.02052785923753666,-0.02869757174392936,-0.015312131919905771,-0.029411764705882356,-0.04827586206896552,2.93379286377723e-05,3.617122591493226e-05,0.00013016887698412115,3.812890795278039e-05,2.2599570838524932e-05,1.2819866910152341e-05,1.7411040391037388e-05,2.422607834221925e-05,1.4774056200033921e-05,5.02764104940278e-05,2.2556059201152656e-05,2.9535742272407325e-05,0.00011830020693648965
2018-02-12,0.0025662959794696323,-0.022691705790297338,-0.005422993492407809,0.003618817852834741,-0.02149137088896125,-0.008993816750983699,-0.01682692307692308,-0.02537313432835821,-0.010479041916167666,-0.024999999999999998,-0.008373205741626796,-0.018648018648018648,-0.02753623188405797,1.6624082776654724e-05,3.423871106299074e-05,3.9496772685266515e-05,1.6199328086493186e-05,1.6528766246393702e-05,9.704297374427482e-06,1.1505213376639951e-05,2.3369216877285485e-05,1.2252239719747681e-05,3.539797871758278e-05,2.4876220308809878e-05,2.4318190817961255e-05,6.791351546259956e-05
2018-02-13,0.018771331058020476,0.001601281024819856,0.013086150490730643,0.00841346153846154,0.028618968386023295,0.009642654566080546,0.014669926650366748,0.004594180704441041,0.028744326777609682,0.006993006993006993,0.015681544028950545,0.016627078384798103,0.01490312965722802,2.6214784656285022e-05,2.1878899911134167e-05,6.354693910461469e-05,2.7187064040921237e-05,1.6153254452681516e-05,7.876953196147058e-06,1.4315645804002261e-05,1.7832708007427054e-05,1.397019179098054e-05,2.377065076999536e-05,2.3464642559642007e-05,2.927507572008848e-05,5.010344422242008e-05
2018-02-14,0.005025125628140704,-0.003996802557953637,0.0,0.003575685339690107,0.014881915237787124,-0.00449438202247191,0.0024096385542168672,-0.001524390243902439,0.011764705882352941,0.0,0.007125890736342042,0.0,-0.010279001468428783,2.202828842310265e-05,3.358713376531036e-05,7.377846836726682e-05,2.373654529003699e-05,3.256604179777477e-05,9.392992614196757e-06,1.988337993612737e-05,2.1391308575306612e-05,2.0214237521848723e-05,3.1402192352919754e-05,3.986953630469046e-05,3.266292168735234e-05,7.67076848626121e-05
2018-02-22,0.03833333333333334,0.013643659711075442,0.016146393972012917,0.015439429928741094,0.004144086707044948,0.023702031602708805,0.036057692307692304,0.013740458015267175,0.01744186046511628,0.020833333333333332,0.03537735849056604,0.02102803738317757,0.054896142433234416,2.7465777215740302e-05,3.303240897811505e-05,6.873652669320237e-05,3.0340848254349463e-05,1.5013700391456365e-05,1.2483318029768638e-05,1.6358869985465455e-05,1.6521353966563966e-05,1.601238463629735e-05,3.272584716957013e-05,3.350201936492675e-05,3.5393244128870336e-05,0.0001063916104787615
2018-02-23,0.01203852327447833,0.007125890736342042,0.013771186440677968,0.02807017543859649,0.008888888888888889,0.0011025358324145535,0.006960556844547564,0.006024096385542169,0.0014285714285714286,0.015873015873015876,0.0022779043280182236,0.004576659038901602,0.004219409282700422,2.1079090649640212e-05,3.0458648052630197e-05,6.585101277959645e-05,2.9453084843921508e-05,1.708918834131098e-05,8.211055896536838e-06,1.279173214077169e-05,1.1952481256393025e-05,1.188563096365147e-05,3.131028151478969e-05,1.5192757010076089e-05,2.1456348925050433e-05,0.00010229723625164101
2018-02-26,0.0015860428231562252,0.0007861635220125786,-0.003134796238244514,-0.002275312855517634,-0.008495909376966647,0.004955947136563876,-0.004608294930875576,0.0029940119760479044,0.0014265335235378032,-0.002232142857142857,-0.005681818181818182,0.0022779043280182236,0.0,2.3975842580288283e-05,2.9141193713116522e-05,4.41182165832386e-05,2.3367791249352617e-05,1.550390651464081e-05,9.09541943377514e-06,1.2571962586886261e-05,1.5628708410208953e-05,1.651700239311438e-05,3.143262082085346e-05,2.737045373792612e-05,2.713870169309493e-05,8.650268083204064e-05
2018-02-27,-0.02771179730799683,-0.0031421838177533384,-0.01467505241090147,-0.020524515393386546,-0.020311012377023166,-0.009315068493150686,-0.027777777777777776,-0.017910447761194027,-0.03276353276353277,-0.020134228187919462,-0.037714285714285714,-0.01818181818181818,-0.015406162464985995,2.5777090126675926e-05,1.9208418603885533e-05,7.4567083302174e-05,4.124999959274878e-05,1.4483421100580253e-05,1.2045500827121315e-05,1.3102516721105346e-05,1.997846001199485e-05,1.986290236078082e-05,3.44590862818288e-05,3.318267720009299e-05,2.1271097416259992e-05,7.751081379683158e-05
2018-02-28,-0.018729641693811076,-0.018124507486209616,-0.010638297872340425,-0.011641443538998836,-0.0184645286686103,-0.012168141592920356,-0.016666666666666666,-0.0121580547112462,-0.017673048600883652,-0.015981735159817354,-0.013064133016627079,-0.020833333333333332,-0.027027027027027025,1.9760415398045413e-05,3.985346409860067e-05,5.808918818587279e-05,2.3502747273403804e-05,1.7520514966945353e-05,1.0932135840925722e-05,1.4639425014079787e-05,1.99145465705376e-05,1.4757547271102377e-05,4.1355328167130006e-05,2.874056865617055e-05,3.284722387520605e-05,0.00011869763955086297
2018-03-01,-0.0008298755186721991,0.0008025682182985554,0.001075268817204301,0.001177856301531213,0.0033003300330033004,0.007278835386338186,0.0,-0.0015384615384615385,0.0029985007496251873,0.0023201856148491883,-0.00842358604091456,-0.002364066193853428,-0.0029239766081871348,1.9442355031988818e-05,2.245567803218192e-05,0.00010248403862132049,1.773177913731707e-05,2.2778614871951207e-05,1.5048151395009324e-05,1.547285402592439e-05,3.001110844471664e-05,1.9965584279171255e-05,4.4997972887294255e-05,2.3529506075068104e-05,2.4385514387005973e-05,8.532302268413774e-05
2018-03-02,-0.007475083056478406,-0.0048115477145148355,0.0010741138560687433,-0.00823529411764706,-0.012171052631578947,-0.005558643690939412,-0.004842615012106538,-0.007704160246533128,-0.0014947683109118087,-0.011574074074074073,-0.003640776699029126,-0.011848341232227489,-0.01466275659824047,2.0090740848735314e-05,3.103727367405963e-05,6.794313266315601e-05,1.9967121457206235e-05,1.4248186373376841e-05,1.1070203749181019e-05,1.47179149276727e-05,1.8448709664115016e-05,1.9318371380643574e-05,3.7003472183043246e-05,2.941597665345251e-05,2.5454677623897553e-05,9.268148766697889e-05
2018-03-05,-0.007531380753138075,0.0008058017727639,-0.002145922746781116,0.0,0.003996003996003996,0.0022358859698155395,-0.009732360097323601,0.0015527950310559005,-0.008982035928143712,0.0023419203747072604,-0.0097442143727162,-0.0023980815347721825,-0.005952380952380953,2.613743207937881e-05,3.100550669414443e-05,9.594016490540456e-05,2.2080636664817612e-05,2.1535452639582154e-05,1.1951981601470628e-05,1.4152193838951468e-05,1.894311898602741e-05,2.1128830469198924e-05,3.65906320866062e-05,2.978721326383306e-05,2.77404178841715e-05,8.367540932158562e-05
2018-03-06,0.02023608768971332,0.0056360708534621586,0.006451612903225806,0.008303677342823251,-0.003648424543946932,0.0011154489682097045,-0.00737100737100737,0.0031007751937984496,-0.010574018126888218,0.009345794392523364,-0.002460024600246002,0.007211538461538461,0.007485029940119761,2.073455690916861e-05,3.0812950232616885e-05,5.609575744043185e-05,2.0960796783890866e-05,1.7659341953415055e-05,9.149172401381675e-06,6.25282745190422e-06,1.654884945646027e-05,1.0572912911310264e-05,4.0359618773175443e-05,1.8166663029762016e-05,2.463918934468752e-05,5.85804955205653e-05
2018-03-07,-0.004132231404958678,0.0,-0.003205128205128205,-0.004705882352941177,0.02430093209054594,0.0055710306406685246,0.0024752475247524753,0.0,0.012213740458015267,-0.004629629629629629,0.018495684340320593,0.007159904534606205,0.0029717682020802376,1.4111453734464991e-05,2.294138787725543e-05,6.592470775837942e-05,3.0079347599609633e-05,1.310600851084376e-05,7.260736786284429e-06,6.956459219429275e-06,1.6387175176154355e-05,1.0346930376114102e-05,3.680496534985362e-05,1.8942486095673647e-05,2.0785796524456078e-05,4.861215553526668e-05
2018-03-08,0.004979253112033195,-0.001601281024819856,0.0021436227224008574,0.0035460992907801413,0.004874878128046799,0.0016620498614958448,-0.007407407407407408,0.001545595054095827,-0.012066365007541479,0.002325581395348837,-0.009685230024213076,-0.004739336492890996,-0.0044444444444444444,1.9945704103550752e-05,4.3563720524486066e-05,8.115890740440465e-05,2.6069478701846735e-05,1.6948922499607107e-05,1.2504353673140036e-05,7.175741184423272e-06,2.839382258954481e-05,1.4988759976612777e-05,4.4214198825193594e-05,2.0198600051273598e-05,2.0973695516598217e-05,7.088466579890502e-05
2018-03-09,-0.0016515276630883569,0.0008019246190858059,0.0,0.002355712603062426,0.007438551099611902,0.0,0.0,0.0,0.0,-0.0023201856148491883,0.008557457212713938,-0.0047619047619047615,0.0,1.5975999046290667e-05,2.4596238669625394e-05,4.8301899874353774e-05,2.0492233629134237e-05,1.675864668879629e-05,1.0189583769965055e-05,9.76986828324573e-06,1.828846611924587e-05,1.0066515177035063e-05,4.551654440091266e-05,1.7129157572972487e-05,2.5709436211413664e-05,6.49197454269206e-05
2018-03-12,-0.004962779156327543,0.0016025641025641025,0.0010695187165775401,-0.0011750881316098707,-0.009951845906902087,-0.007743362831858409,0.0024875621890547268,-0.0030864197530864196,-0.01068702290076336,-0.002325581395348837,-0.012121212121212121,-0.002392344497607656,0.0,1.194950155999435e-05,2.0346979563402948e-05,3.622969146212888e-05,1.520231017532792e-05,1.2260703406113907e-05,8.738512733175707e-06,4.787215135090097e-06,1.5762570025375042e-05,8.999158996536668e-06,2.893442125331948e-05,1.4047860610136401e-05,1.4365035097250829e-05,3.920080964988467e-05
2018-03-13,-0.0008312551953449709,-0.0008,-0.004273504273504274,-0.004705882352941177,-0.0035667963683527885,-0.00334448160535117,0.024813895781637715,0.0,0.0030864197530864196,0.0,0.003680981595092024,0.004796163069544365,0.0,1.3873005690250936e-05,3.813550397292698e-05,8.304719960127345e-05,2.3378743474118064e-05,2.0882267373340835e-05,1.173784568135601e-05,7.996751049991915e-06,1.5912466040027983e-05,7.989930607344727e-06,2.9462119160938515e-05,1.490470024003462e-05,2.1576610758741045e-05,7.319795114192444e-05
2018-03-14,-0.00831946755407654,-0.008006405124099279,-0.003218884120171674,-0.009456264775413711,-0.011064106736088514,-0.012863534675615214,-0.009685230024213076,-0.0046439628482972135,-0.00923076923076923,-0.009324009324009324,-0.013447432762836187,-0.0047732696897374695,-0.008928571428571428,2.1045364760425107e-05,3.126145595840887e-05,6.898755191307181e-05,2.1367967633073532e-05,2.1364797433537135e-05,1.4961333431759475e-05,8.977732474566714e-06,1.9827333854583713e-05,1.2452441495035353e-05,4.050922949228416e-05,2.434717067248467e-05,1.9139796095159244e-05,8.353860005753583e-05
2018-03-15,-0.01761744966442953,0.0,-0.0032292787944025836,-0.0023866348448687348,0.0042777229351760445,0.0016997167138810198,0.009779951100244499,0.0015552099533437014,0.003105590062111801,-0.0023529411764705885,-0.0012391573729863693,0.0,-0.0015015015015015015,1.625309748584149e-05,2.6436068207354084e-05,7.933221892298694e-05,1.3863529727394256e-05,2.0938950937410164e-05,9.905485085078213e-06,1.0740474163548937e-05,1.9366217117183194e-05,1.1106620005044082e-05,3.651361682076767e-05,2.0366974213572912e-05,2.028049708429262e-05,7.137509146146896e-05
