trade_date,yield_rate_000001.SZ,yield_rate_600000.SH,yield_rate_600015.SH,yield_rate_600016.SH,yield_rate_600036.SH,yield_rate_601166.SH,yield_rate_601288.SH,yield_rate_601328.SH,yield_rate_601398.SH,yield_rate_601818.SH,yield_rate_601939.SH,yield_rate_601988.SH,yield_rate_601998.SH,amihud_000001.SZ,amihud_600000.SH,amihud_600015.SH,amihud_600016.SH,amihud_600036.SH,amihud_601166.SH,amihud_601288.SH,amihud_601328.SH,amihud_601398.SH,amihud_601818.SH,amihud_601939.SH,amihud_601988.SH,amihud_601998.SH
20191231,-0.00724200362100181,0.002431118314424635,0.00261437908496732,0.0,-0.006608511763150938,0.0020242914979757085,-0.008064516129032258,-0.001773049645390071,-0.0016977928692699493,0.004555808656036447,0.0,-0.005390835579514825,0.0,6.29455863717831e-09,6.1826938911608165e-09,1.5568583457325573e-08,0.0,4.692471555558472e-09,1.89402517584536e-09,1.1144284808697482e-08,4.725278474743453e-09,2.0678401295988142e-09,1.27928410800253e-08,0.0,1.970576430709415e-08,0.0
20191230,-0.0036079374624173183,0.0016233766233766233,0.002621231979030144,0.006379585326953749,-0.000792393026941363,-0.01002004008016032,-0.002680965147453083,0.0035587188612099642,-0.001694915254237288,-0.01126126126126126,-0.0027586206896551726,0.005420054200542005,0.0016233766233766233,2.2545959424011644e-09,3.2241921218534575e-09,1.4139922276193194e-08,1.627542566988163e-08,4.746218020897963e-10,4.475718728708828e-09,3.355331364998785e-09,6.828853867567624e-09,1.3752201894918972e-09,2.0327923798120918e-08,3.219214714111016e-09,1.1215635716266127e-08,1.0498842421871962e-08
20191227,0.009714632665452338,0.0024410089503661514,0.005270092226613966,0.0032,-0.006299212598425197,0.0,0.005390835579514825,0.0035714285714285718,0.006825938566552901,0.0022573363431151244,0.0027662517289073303,0.002717391304347826,0.003257328990228013,5.551477411118524e-09,7.0701993997098735e-09,3.4276815285113884e-08,7.262912964253076e-09,4.611380321928194e-09,0.0,6.675340634973021e-09,6.975019447120533e-09,8.845601156916823e-09,6.424001719253352e-09,5.0299929644663405e-09,7.552942245099652e-09,2.529904878383277e-08
20191226,0.010429447852760737,0.004084967320261438,0.005298013245033113,0.0032102728731942215,0.008203228367292936,0.010121457489878543,0.010899182561307902,0.0053859964093357264,0.005145797598627787,0.013729977116704805,0.008368200836820083,0.00546448087431694,0.006557377049180329,1.699827404381656e-08,2.111343721104389e-08,6.188214533955335e-08,1.246839861356734e-08,1.12220145530118e-08,1.471036266637752e-08,2.3050521443114843e-08,1.9433187516494373e-08,9.803632419675229e-09,4.6650339951200467e-08,2.437829800559888e-08,2.462567376240275e-08,1.1327257498623078e-07
20191225,-0.006097560975609757,-0.003257328990228013,-0.005270092226613966,-0.004792332268370607,-0.0057879505393317555,-0.007035175879396986,-0.002717391304347826,-0.0017921146953405018,-0.005119453924914676,-0.0022831050228310505,-0.0027816411682892906,-0.0027247956403269754,-0.004893964110929853,8.998890119378798e-09,1.9489198017375902e-08,8.630967515532828e-08,2.34502906780485e-08,6.526291453931975e-09,9.272730076258503e-09,7.595418540444446e-09,8.495831280950741e-09,1.1233066834874504e-08,1.1596805992262786e-08,9.227560786092525e-09,1.2473160235677924e-08,5.8526580271085394e-08
20191224,0.009852216748768475,0.006557377049180329,0.003968253968253968,0.0016,0.016310160427807488,0.00708502024291498,-0.0027100271002710027,0.0017953321364452422,-0.0034013605442176874,-0.0022779043280182236,0.0,0.0,0.0,1.3031141107509168e-08,2.46179214758772e-08,6.683441557717492e-08,8.149882901338677e-09,1.2475625450721982e-08,7.557612361781029e-09,9.573620442484046e-09,9.251232568195787e-09,8.51786513972099e-09,5.85122614505382e-09,0.0,0.0,0.0
20191223,-0.02109704641350211,-0.017713365539452495,-0.010471204188481676,-0.007936507936507938,-0.003729355354288759,-0.011011011011011011,-0.005390835579514825,-0.010657193605683837,-0.0101010101010101,-0.009029345372460498,-0.008275862068965517,-0.008108108108108107,-0.00487012987012987,1.8172214792106954e-08,3.919505637407383e-08,8.308883685747161e-08,2.2247528694846124e-08,2.7687346687048243e-09,1.0828330259650673e-08,7.932691662232778e-09,2.4299767078153494e-08,1.4458748526510715e-08,2.662808405213002e-08,1.7413830319778405e-08,2.629562390567057e-08,4.3615784537423594e-08
20191220,0.002416918429003021,0.0008058017727639,-0.003911342894393742,0.0,-0.006089489012443738,0.003515821195379207,0.005420054200542005,0.0017793594306049821,0.0016863406408094436,-0.011160714285714286,-0.0013774104683195593,0.0027100271002710027,-0.00964630225080386,2.260577484964334e-09,1.6090483219961846e-09,2.8446485918947793e-08,0.0,5.627111565567126e-09,3.461028387661551e-09,1.1073439159069486e-08,4.201677738301034e-09,2.370059059500429e-09,2.940752683515492e-08,3.860279602988485e-09,1.0798361939555477e-08,6.658874158188539e-08
20191219,0.005467800729040097,0.0008064516129032258,0.006561679790026247,0.001589825119236884,-0.005790997630955514,-0.0045,0.002717391304347826,0.0017825311942959,0.010221465076660987,0.0,0.0027624309392265192,0.005449591280653951,-0.0016051364365971107,4.8689884198480715e-09,2.7262868097137754e-09,4.006103970927102e-08,3.6264273283868578e-09,5.076204248316195e-09,4.077167907145648e-09,4.424772202739001e-09,4.842617601012415e-09,1.0311561597914856e-08,0.0,7.630495244653691e-09,1.8503583023814802e-08,1.6013889593715437e-08
20191218,-0.0024242424242424242,0.0008071025020177562,-0.00392156862745098,-0.004746835443037974,0.013066666666666666,0.001001001001001001,0.00546448087431694,0.0017857142857142859,0.005136986301369863,-0.0022271714922048997,0.0013831258644536651,-0.002717391304347826,0.0016077170418006433,1.8421143901243491e-09,1.8813566755578154e-09,3.1730313877719976e-08,7.561923140571765e-09,6.326394205792742e-09,8.213372446253279e-10,9.323253381192917e-09,2.520615569189507e-09,4.728723177158618e-09,9.53365456369304e-09,1.9805691278547703e-09,8.665385986774246e-09,1.176444604099045e-08
